kommunenummer;gaardsnummer;bruksnummer;festenummer;bruksnavn;gjeldende_jordbruksareal;gjeldende_produktiv_skog;gjeldende_annet_areal;gjeldende_fulldyrket;gjeldende_overflatedyrket;gjeldende_innmarksbeite;lbe_id
"5033";183;5;4;"LØVØYA PELSDYROMR. PARSELL III";0.0;0.0;0.0;0.0;0.0;0.0;"199503"
"4205";30;6;0;"KIGE";2.7;92.7;30.4;2.7;0.0;0.0;"27888"
"5022";170;21;0;"NÆRHOLDT";21.0;2.8;14.6;21.0;0.0;0.0;"91933"
"5033";183;6;0;"STUEDALSSKOG NR.2";0.0;142.9;62.3;0.0;0.0;0.0;"158588"
"3449";1;93;0;"LIAÅSSKOGEN";32.3;26.4;11.3;0.0;10.8;21.5;"147708"
"4205";30;12;0;"BJØRNEDALEN";0.0;1.2;1.8;0.0;0.0;0.0;"27889"
"4205";30;33;0;;0.0;2.5;1.9;0.0;0.0;0.0;"27889"
"4205";31;5;0;"AAMLAND";31.9;242.9;51.0;31.9;0.0;0.0;"27891"
"4205";31;8;0;"AAMLAND";6.8;6.3;5.9;4.9;0.0;1.9;"27893"
"5032";93;40;0;;0.0;3.1;3.8;0.0;0.0;0.0;"130276"
"5022";170;16;0;"SKOG";0.0;170.2;321.6;0.0;0.0;0.0;"48771"
"5022";170;17;0;"LIEN OG SKAAREN";0.0;12.5;216.3;0.0;0.0;0.0;"101966"
"5032";94;2;0;"VOLLAN";19.2;81.1;222.8;15.6;0.0;3.6;"51572"
"5022";170;14;0;"SKOG";0.0;247.2;198.9;0.0;0.0;0.0;"48771"
"3449";2;1;0;"HOLDEN";16.3;307.1;230.9;5.8;10.5;0.0;"15378"
"3430";130;66;0;"Tun Vangli del 1";0.1;0.0;4.3;0.1;0.0;0.0;"235424"
"4205";30;8;0;"KIGE";0.7;20.0;17.8;0.7;0.0;0.0;"27889"
"4206";16;16;0;"HANANGER";18.1;4.9;9.9;11.3;6.8;0.0;"72100"
"4206";83;5;0;"TOMSTAD";28.6;98.5;39.9;0.0;0.0;28.6;"100252"
"4206";83;14;0;"GRØNHAUG";0.0;0.0;0.8;0.0;0.0;0.0;"28353"
"4206";83;7;0;"TOMSTAD";32.7;121.9;94.8;6.6;1.2;24.9;"28351"
"4206";84;2;0;"JØRSTAD";81.4;9.0;0.3;27.5;0.0;53.9;"28351"
"4206";85;3;0;"HERVOLD";35.9;48.9;44.6;2.9;6.9;26.1;"148038"
"4206";85;4;0;"HERVOLD";43.7;34.6;52.4;16.6;7.5;19.6;"126222"
"4206";84;8;0;"JØRSTAD";28.0;5.0;14.0;8.3;0.0;19.7;"71723"
"4206";85;2;0;"HERVOLD";32.5;72.2;68.9;12.3;7.5;12.7;"126223"
"4206";16;13;0;"HANANGER";2.4;1.6;2.4;2.4;0.0;0.0;"28220"
"4205";31;3;0;"AAMLAND";1.2;54.8;4.2;1.2;0.0;0.0;"89229"
"5032";95;1;0;"MEBOST VESTRE";101.3;667.8;0.0;96.9;0.0;4.4;"153372"
"4206";84;3;0;"JØRSTAD";11.6;46.4;5.1;7.1;0.0;4.5;"103650"
"4206";84;5;0;"JØRSTAD";27.2;15.8;2.5;6.6;1.4;19.2;"126220"
"4206";86;1;0;"SKEIBROK";56.0;218.2;58.9;20.2;6.3;29.5;"195880"
"4206";86;3;0;"SKEIBROK";65.3;145.3;39.1;39.6;5.5;20.2;"126223"
"4206";86;25;0;"SKEIBROK";0.2;0.0;2.1;0.0;0.0;0.2;"126223"
"4206";86;5;0;"SKEIBROK";23.4;28.4;7.0;9.3;0.0;14.1;"28355"
"4206";86;4;0;"SKEIBROK";23.0;50.2;19.4;14.9;0.1;8.0;"103651"
"4206";86;9;0;"SKEIBROK";0.7;0.0;3.0;0.0;0.5;0.2;"201909"
"4206";87;4;0;"NORDBERG";13.7;0.0;2.7;11.0;0.0;2.7;"126224"
"4206";88;1;0;"MEBERG";104.8;153.6;42.2;74.1;0.0;30.7;"195880"
"4206";87;10;0;"NORDBERG";0.0;0.0;0.0;0.0;0.0;0.0;"201910"
"4206";87;5;0;"NORDBERG";15.7;0.0;1.1;11.1;0.0;4.6;"199126"
"4206";88;5;0;"MEBERG";133.8;9.5;26.6;42.9;52.8;38.1;"195880"
"4207";66;31;0;"SVEGEVIG";0.0;0.0;0.6;0.0;0.0;0.0;"109190"
"5032";96;2;0;"BROVOLD";2.0;36.6;20.6;2.0;0.0;0.0;"130270"
"4207";193;5;0;"FIDJESDAL";7.8;197.1;47.5;7.8;0.0;0.0;"28699"
"3449";2;6;0;"HOLDEN";4.2;235.9;158.5;4.2;0.0;0.0;"84229"
"3449";2;3;0;"BRÅTEN";41.3;178.1;47.7;41.3;0.0;0.0;"196560"
"4207";66;58;0;"TOPPEN";0.1;6.3;1.5;0.0;0.0;0.1;"109190"
"4206";87;6;0;"NORDBERG";17.4;21.7;10.4;11.2;0.0;6.2;"109171"
"5032";95;6;0;"HUTTMOEN";2.9;53.9;109.6;2.9;0.0;0.0;"185077"
"4206";88;2;0;"MEBERG";45.5;16.0;13.2;19.9;17.1;8.5;"84855"
"4207";193;4;0;"FIDJESDAL";18.6;31.0;3.0;18.6;0.0;0.0;"196840"
"4207";193;6;0;"FIDJESDAL";44.3;720.1;436.5;39.8;0.0;4.5;"28700"
"5032";97;3;0;"BRUSTAD ØSTRE";24.9;17.5;18.3;23.3;0.0;1.6;"149886"
"4207";193;1;0;"FIDJESDAL";31.6;607.9;292.4;31.0;0.0;0.6;"28698"
"4207";193;10;0;"FIDJESDAL";2.7;91.3;5.9;2.7;0.0;0.0;"28690"
"4207";193;31;0;"FIDJESDAL";3.0;0.0;1.9;3.0;0.0;0.0;"139736"
"4207";193;35;0;"FIDJESDAL";0.0;1.6;0.0;0.0;0.0;0.0;"227756"
"3449";2;2;0;"HOVDET";13.2;98.2;89.6;5.4;7.8;0.0;"147708"
"3449";2;7;0;"HOLDEN NORDRE";0.0;69.3;4.5;0.0;0.0;0.0;"196560"
"4207";193;12;0;"FIDJESDAL";22.6;281.6;467.4;4.6;0.0;18.0;"28701"
"4207";193;9;0;"FIDJESDAL";0.0;135.3;217.5;0.0;0.0;0.0;"132272"
"4207";193;11;0;"FIDJESDAL";4.5;0.0;1.5;4.5;0.0;0.0;"28705"
"4207";193;34;0;"FIDJESDAL";0.0;8.1;0.0;0.0;0.0;0.0;"28708"
"4207";193;26;0;"FIDJESDAL";0.0;379.9;236.0;0.0;0.0;0.0;"28709"
"4207";193;29;0;"FIDJESDAL";7.7;0.9;2.9;6.7;0.0;1.0;"28702"
"3449";2;8;0;"HOLLESTØLEN";23.8;65.1;296.1;0.0;0.0;23.8;"12921"
"5006";23;15;0;"FRIHEIM II";56.5;0.0;5.8;56.5;0.0;0.0;"51729"
"5022";170;25;0;"SKOGTEIG";0.0;114.7;305.1;0.0;0.0;0.0;"91933"
"4207";193;61;0;"FIDJESTØL";0.0;67.3;12.7;0.0;0.0;0.0;"28709"
"5006";23;14;0;"BUAN II";58.2;1.0;4.0;58.2;0.0;0.0;"51730"
"3449";2;11;0;"LILLEHUSREMMEN";0.1;34.7;0.1;0.0;0.0;0.1;"15411"
"5006";23;8;0;"MÆRESMYREN";204.4;0.0;19.6;204.4;0.0;0.0;"51731"
"4207";193;45;0;"GYLAND";0.4;1.3;0.9;0.0;0.0;0.4;"28698"
"3449";2;9;0;"HØLLOSTØLEN";0.0;203.3;155.7;0.0;0.0;0.0;"12921"
"4207";194;1;0;"KONGEVOLD";115.4;565.2;29.1;74.4;0.0;41.0;"206364"
"4207";193;65;0;"FIDJESDAL";0.0;26.1;0.7;0.0;0.0;0.0;"28709"
"5006";24;1;0;"HAUGAN";176.9;207.3;5.2;170.8;0.0;6.1;"177732"
"5006";24;3;0;"HAUGAN ØSTRE";2.7;0.0;0.4;2.7;0.0;0.0;"177732"
"3449";2;16;0;"NØRSTESTYKKET";0.0;36.0;0.0;0.0;0.0;0.0;"15392"
"5006";24;4;0;"HØYEM";30.7;2.7;4.2;30.7;0.0;0.0;"51731"
"4207";193;67;0;;3.8;21.1;8.5;0.9;2.9;0.0;"88968"
"5022";170;26;0;"SKOGTEIG";0.0;0.0;112.5;0.0;0.0;0.0;"91933"
"3449";2;13;0;"HOLLASÆTEREN";0.0;10.0;21.8;0.0;0.0;0.0;"194795"
"3449";2;10;0;"SLETTEREMMEN";0.0;120.0;33.6;0.0;0.0;0.0;"150858"
"4207";194;10;0;"KONGEVOLD";8.0;168.2;13.7;8.0;0.0;0.0;"28704"
"5022";160;6;0;"BERGTUN";0.0;0.0;0.7;0.0;0.0;0.0;"49672"
"3449";2;15;0;"HOVRUD";18.5;93.7;23.9;16.5;0.0;2.0;"12917"
"4207";194;2;0;"KONGEVOLD";0.0;473.9;167.2;0.0;0.0;0.0;"28708"
"4207";194;3;0;"KONGEVOLD";0.0;271.7;35.6;0.0;0.0;0.0;"132272"
"4207";194;18;0;"KUMLEVOLD";1.6;0.2;0.3;1.6;0.0;0.0;"28691"
"4207";194;11;0;"KONGEVOLD";133.2;637.6;62.6;130.7;0.0;2.5;"28705"
"5021";70;4;0;"VAMMER";130.2;218.4;494.1;77.0;0.0;53.2;"49440"
"5006";25;2;0;"LIBAKKEN";31.9;2.4;33.6;31.9;0.0;0.0;"51732"
"3449";2;18;0;"NORLI";0.0;33.6;3.8;0.0;0.0;0.0;"12917"
"4207";194;23;0;"KONGEVOLD";1.3;0.4;0.7;1.3;0.0;0.0;"28691"
"4207";194;16;0;"KONGEVOLD";43.3;299.0;59.9;43.3;0.0;0.0;"28706"
"5021";70;3;0;"IVASENGET";43.4;141.3;96.8;30.7;1.8;10.9;"49433"
"5021";70;5;0;"VAMMER";72.1;43.6;341.8;39.1;0.0;33.0;"49464"
"4207";194;31;0;"KONGEVOLD";7.1;3.9;3.0;7.1;0.0;0.0;"28708"
"4207";194;13;0;"KONGEVOLD";15.6;302.5;21.2;15.6;0.0;0.0;"196840"
"5006";25;3;0;"MÆRESMYREN";145.4;0.0;12.9;145.4;0.0;0.0;"71160"
"4204";429;3;0;"LEIRE";4.3;6.8;7.7;4.3;0.0;0.0;"29150"
"4204";429;4;0;"LEIRE";8.0;48.4;3.6;6.7;0.0;1.3;"126463"
"5006";25;5;0;"LIHEIM";0.0;0.0;3.6;0.0;0.0;0.0;"105465"
"5006";25;17;0;"GRØNNENG II";19.7;0.0;0.4;19.7;0.0;0.0;"51737"
"4207";81;1;0;"FLATEN";0.1;179.6;11.1;0.1;0.0;0.0;"28614"
"4207";81;4;0;"ØVREGÅRD";26.4;46.0;2.5;19.3;0.0;7.1;"28614"
"4204";429;5;0;"LEIRE";25.6;20.1;12.4;25.6;0.0;0.0;"29151"
"4204";429;7;0;"LEIRE";12.0;102.3;6.5;11.3;0.0;0.7;"126464"
"4204";429;71;0;"TILLEGG II TIL GNR.72 BNR.66";7.5;3.1;0.0;7.5;0.0;0.0;"109236"
"4207";80;16;0;"BJØRKEVOLLEN";0.0;8.2;3.3;0.0;0.0;0.0;"196626"
"4204";429;70;0;"TILLEGG I TIL GNR.72 BNR.66";5.2;0.0;0.3;5.2;0.0;0.0;"109236"
"4207";82;3;0;"STORDRANGE";31.9;284.0;38.9;23.7;0.0;8.2;"91035"
"4207";82;5;0;"STORDRANGE";38.6;248.5;13.7;18.1;0.0;20.5;"136102"
"4207";82;6;0;"STORDRANGE";41.6;232.4;30.2;15.8;0.0;25.8;"28616"
"4207";82;7;0;"STORDRANGE";3.1;285.2;36.0;0.2;0.0;2.9;"28616"
"3449";3;1;0;"SKARET";83.2;797.8;1164.9;56.5;0.0;26.7;"87810"
"3449";3;2;0;"GAMLESTØLEN";25.3;113.2;699.1;0.0;4.4;20.9;"12917"
"4207";82;21;0;"STORDRANGE";0.0;0.0;0.2;0.0;0.0;0.0;"91035"
"4207";83;11;0;"ROSENLUND";0.0;236.5;18.3;0.0;0.0;0.0;"136102"
"4204";429;13;0;"LEIRE";1.1;36.4;7.8;1.1;0.0;0.0;"205425"
"4207";83;4;0;"DRANGE LILLE";18.1;398.1;102.9;5.1;0.0;13.0;"28617"
"4207";82;1;0;"STORDRANGE";52.4;1802.4;257.2;35.7;0.0;16.7;"28615"
"3449";2;28;0;"HOLDEN SØNDRE";18.0;161.0;5.1;10.1;4.4;3.5;"84230"
"4207";82;16;0;"GJEITESTIEN";3.4;6.2;0.8;0.0;0.0;3.4;"91035"
"5021";72;1;0;"GOTTEM";104.0;474.6;1259.5;97.8;4.5;1.7;"110556"
"3449";2;37;0;"HOLLAREMMEN";0.0;110.7;362.1;0.0;0.0;0.0;"84230"
"5006";26;1;0;"JØREM";710.0;208.9;301.6;621.2;0.0;88.8;"177733"
"4207";82;10;0;"GRYTINGEN";9.3;0.0;1.0;9.3;0.0;0.0;"28616"
"4207";80;32;0;;1.8;0.5;0.2;1.8;0.0;0.0;"138384"
"4207";83;5;0;"DRANGE LILLE";20.2;332.5;85.3;11.0;0.0;9.2;"28618"
"4207";83;13;0;"HUSEBAKKEN";12.6;0.2;7.5;0.4;0.0;12.2;"241510"
"5021";73;1;0;"SKOREM";150.8;389.4;1507.6;87.5;0.6;62.7;"209592"
"5006";26;6;0;"JØREMSENGET";10.4;9.6;2.7;10.4;0.0;0.0;"10876"
"4207";83;8;0;"DRANGE LILLE";15.7;252.7;81.9;4.2;0.0;11.5;"93108"
"3449";54;1;0;"GLADHAUG";46.9;776.5;211.3;23.2;0.0;23.7;"107042"
"5021";75;1;2;"PELSDYRTOMT NR. 25B";0.0;0.0;1.3;0.0;0.0;0.0;"70793"
"3449";54;4;0;"TALEBRÅTEN";29.9;2160.0;1128.7;29.8;0.0;0.1;"107044"
"3449";54;6;0;"NEDRE SÆTEREN";16.6;170.8;42.3;16.6;0.0;0.0;"15535"
"5021";77;6;0;"SÆTRUMSMOEN";8.4;3.5;191.7;8.4;0.0;0.0;"49469"
"5021";72;5;0;"GOTTEMSKOGEN";0.0;10.3;9.9;0.0;0.0;0.0;"47818"
"3449";54;12;0;"HELANDSHØLEN";49.4;366.9;84.5;49.4;0.0;0.0;"153460"
"3449";54;3;0;"TALEBRÅTEHAGEN";0.0;24.2;14.4;0.0;0.0;0.0;"107044"
"5006";26;7;0;"NYRØ";64.7;35.7;44.1;64.7;0.0;0.0;"177734"
"3449";54;2;0;"KLØVSTAD OG TOKBRÅTEN";26.9;649.5;531.3;14.6;2.1;10.2;"107043"
"5006";26;4;0;"ASPLI";18.3;0.0;2.9;18.3;0.0;0.0;"51733"
"5021";71;1;1;"PELSDYRTOMT NR. 40";0.0;0.0;1.0;0.0;0.0;0.0;"114016"
"3449";54;7;0;"HANSEBRÅTEN";70.8;856.6;139.3;68.8;0.0;2.0;"118338"
"3449";54;8;0;"TRONHUS";106.8;1669.2;758.4;85.1;0.0;21.7;"196586"
"4207";85;2;0;"SKAILAND";51.4;333.9;201.5;27.5;0.0;23.9;"155410"
"3449";54;5;0;"TRONHUSSÆTEREN ØVRE OG NEDRE";71.6;1325.1;350.1;52.4;5.3;13.9;"107045"
"3449";54;14;0;"LIEN";0.0;174.2;29.9;0.0;0.0;0.0;"15538"
"4207";83;18;0;"SKOGLI";2.3;52.1;1.0;2.3;0.0;0.0;"136102"
"5021";73;5;0;"SKORESPLASSTEIGEN";0.0;19.2;5.1;0.0;0.0;0.0;"47745"
"5021";308;1;0;"VESLSTAVÅKROKAN";13.1;57.0;20.2;4.3;0.0;8.8;"47757"
"3449";54;9;0;"AAMOT";0.0;97.1;14.4;0.0;0.0;0.0;"15536"
"5006";26;8;0;"LEINSMYRA II";35.2;15.5;13.7;31.5;0.0;3.7;"177734"
"4207";85;8;0;"HAUEN";1.3;198.5;141.3;1.3;0.0;0.0;"28621"
"5021";308;2;0;"LARSMYRA";220.1;3.0;33.5;220.1;0.0;0.0;"49517"
"5058";62;3;0;"ÅKERNESSET VESTRE";154.8;0.0;0.0;141.5;0.0;13.3;"183285"
"4207";85;10;0;"NORDLID";15.8;19.1;16.0;10.2;0.0;5.6;"28622"
"5021";78;2;0;"SÆSSKALVHÅGGÅN";31.9;73.6;127.6;23.5;0.0;8.4;"183100"
"3449";54;13;0;"HELANDSHØLEN";33.2;252.4;196.4;33.2;0.0;0.0;"15537"
"4207";85;3;0;"SKAILAND";11.4;387.6;63.5;1.0;5.9;4.5;"28620"
"5006";27;1;0;"LEIN ØSTRE";424.8;487.3;49.2;424.8;0.0;0.0;"177735"
"3449";2;23;0;"SKOGREM PÅ LIAÅSEN";0.0;101.5;28.8;0.0;0.0;0.0;"122217"
"5058";159;7;0;"BESKELAND";23.2;3.3;201.8;15.8;0.0;7.4;"49333"
"5058";159;4;0;"BESKELAND";53.5;8.1;428.1;26.8;0.0;26.7;"49332"
"5058";160;1;0;"FJORDEN";131.5;21.0;2463.0;119.6;2.5;9.4;"134966"
"5021";311;2;0;"STAVÅEN";31.6;83.5;85.9;12.4;0.0;19.2;"47759"
"4205";32;2;0;"TREGDE";2.6;200.1;17.7;2.6;0.0;0.0;"27894"
"5058";159;1;0;"BESKELAND";71.1;10.6;475.7;44.8;0.0;26.3;"183201"
"4207";83;9;0;"DRANGE LILLE";49.1;349.9;132.0;19.1;0.0;30.0;"84809"
"5058";163;1;0;"RIAN";97.1;2.0;562.7;82.5;0.0;14.6;"139958"
"4205";32;3;0;"TRÆGDE";11.8;84.8;16.0;11.8;0.0;0.0;"109130"
"4205";32;4;0;"TREGDE";8.5;46.9;11.1;8.5;0.0;0.0;"27895"
"5058";162;1;0;"NORDSTIGAN";16.2;0.0;414.0;16.1;0.0;0.1;"49335"
"5058";163;2;0;"EIAN";125.6;2.3;337.4;114.3;0.0;11.3;"49336"
"4205";152;9;0;"VALAND";3.1;17.1;2.0;3.1;0.0;0.0;"109163"
"5006";27;2;0;"LEREN";12.9;0.0;1.4;12.9;0.0;0.0;"105466"
"5058";160;3;0;"SYDSTRAND";6.6;0.4;201.0;6.6;0.0;0.0;"134966"
"4205";32;6;0;"TREGDE";0.0;61.9;10.9;0.0;0.0;0.0;"27896"
"4205";32;7;0;"TREGDE";0.9;83.2;13.8;0.9;0.0;0.0;"27897"
"3449";54;20;0;"LUNDEVOLLEN";0.0;54.5;25.0;0.0;0.0;0.0;"107042"
"5021";127;8;0;"MYRTEIGEN";0.1;77.8;0.0;0.0;0.0;0.1;"183050"
"5021";127;9;0;"MYRASKOGEN";0.1;207.0;0.2;0.0;0.1;0.0;"183050"
"3448";90;6;0;"LØKKEN";5.3;58.9;22.4;5.3;0.0;0.0;"130756"
"3448";90;5;0;"BÆK";0.6;0.0;1.2;0.6;0.0;0.0;"130775"
"5021";127;5;0;"BJØRKENGET";54.2;82.6;30.6;33.1;0.0;21.1;"156077"
"5058";160;2;0;"NAUSTBAKKEN";7.4;0.5;71.0;7.4;0.0;0.0;"49334"
"3449";54;17;0;"DYTHOL";0.0;68.6;22.6;0.0;0.0;0.0;"15539"
"3448";90;21;0;"SOLVANG";26.2;39.4;4.9;25.6;0.0;0.6;"199651"
"5058";30;2;0;"BY";73.9;269.4;424.2;72.9;0.4;0.6;"183408"
"5021";128;5;0;"UVSLØKKJA";52.5;3.5;0.0;33.5;0.0;19.0;"156078"
"3448";90;7;0;"NYBRENNLIA";0.0;1547.8;78.8;0.0;0.0;0.0;"242148"
"5021";132;2;0;"HÅMMÅRBEKKEN";7.3;11.2;2.7;7.3;0.0;0.0;"183052"
"3448";90;10;0;"KLETTENE";0.6;29.3;1.1;0.0;0.0;0.6;"101343"
"5021";132;8;0;"KÅSA";0.0;0.0;10.2;0.0;0.0;0.0;"105310"
"5021";133;1;0;"STRANDSÆTEREN";147.0;464.4;809.6;64.3;1.8;80.9;"183053"
"5021";134;1;0;"STRAND";166.3;763.1;823.8;139.5;12.6;14.2;"183054"
"3448";90;17;0;"SØRLI";21.2;7.7;1.7;21.2;0.0;0.0;"199651"
"5021";135;2;0;"MOLUND";16.4;25.0;4.1;13.7;0.0;2.7;"195621"
"5058";30;6;0;"BY";69.9;307.0;358.0;69.9;0.0;0.0;"183411"
"5058";30;7;0;"BY";107.9;493.9;641.1;105.4;0.0;2.5;"183412"
"3448";90;11;0;"FRAMNÆS";24.9;32.6;25.3;24.9;0.0;0.0;"130776"
"4205";152;10;0;"VALAND";12.1;31.1;4.9;12.1;0.0;0.0;"28184"
"4205";152;11;0;"VALAND";8.0;156.3;8.3;4.6;0.0;3.4;"28185"
"3439";104;4;0;"NERSTUEN";97.4;367.8;734.1;49.5;13.8;34.1;"100559"
"4205";152;13;0;"VALAND";15.4;204.0;12.3;10.6;4.3;0.5;"28187"
"3439";104;3;0;"PINLØKKEN";28.3;35.7;32.4;16.2;10.5;1.6;"168788"
"3448";90;14;0;"STENSRUD";23.4;29.0;0.7;0.0;18.1;5.3;"15206"
"3448";90;15;0;"BERG";11.3;80.0;15.3;10.0;0.0;1.3;"15204"
"5006";27;4;0;"NYHEIM";2.5;0.1;0.3;2.5;0.0;0.0;"105467"
"3438";69;9;0;"BJORLISETER";5.9;0.0;16.4;3.0;0.0;2.9;"169204"
"3438";69;19;0;"ÅSHAUG II";14.5;0.8;0.3;14.5;0.0;0.0;"169167"
"3438";70;2;0;"STRØMLIEN NORDRE";0.0;64.7;12.3;0.0;0.0;0.0;"122098"
"5021";132;10;0;"KÅSA II";0.0;0.0;21.0;0.0;0.0;0.0;"183068"
"5058";30;3;0;"BY";81.6;193.4;706.1;81.6;0.0;0.0;"183409"
"3439";104;5;0;"SEGALSTAD ØVRE SKOG OG SÆTER";10.5;0.6;0.3;6.6;0.0;3.9;"168799"
"5006";285;26;0;"REITAN";0.9;0.1;0.7;0.9;0.0;0.0;"235484"
"4205";152;12;0;"VALAND";5.3;131.1;9.9;3.3;0.0;2.0;"28186"
"3439";104;7;0;"BJØRNLITEIGEN";0.0;7.9;3.2;0.0;0.0;0.0;"168799"
"3438";70;3;0;"STRØMLIEN SKOG";0.0;38.8;0.0;0.0;0.0;0.0;"169202"
"5503";90;249;0;;52.4;48.3;101.7;49.3;0.0;3.1;"63211"
"3438";69;10;0;"ÅSHAUG";15.6;0.3;1.1;15.6;0.0;0.0;"169167"
"4205";152;14;0;"VALAND";26.8;273.6;17.7;19.8;0.0;7.0;"28188"
"3446";273;128;0;;0.0;1.0;0.0;0.0;0.0;0.0;"14650"
"3439";104;1;0;"SVEEN";44.2;112.4;17.8;37.3;0.0;6.9;"168793"
"5058";30;15;0;"SKÅLIN";81.7;271.1;199.9;81.7;0.0;0.0;"195651"
"3438";71;2;0;"BAKKE MELLEM";46.9;278.0;548.7;6.0;0.0;40.9;"169203"
"3448";91;2;0;"SVEUM";35.7;124.1;140.4;30.9;0.5;4.3;"155663"
"3438";70;1;0;"STRØMLIEN";11.8;28.2;15.0;6.8;0.0;5.0;"169132"
"5058";30;9;0;"FAGERGÅRD";80.7;9.2;20.6;80.7;0.0;0.0;"183414"
"3439";104;8;0;"SMESTAD";37.6;0.0;21.5;30.9;5.1;1.6;"168793"
"3438";70;4;0;"STRØMLITEIGEN";0.0;103.8;110.3;0.0;0.0;0.0;"169121"
"3448";91;1;0;"SOLLIEN";55.3;3712.2;506.2;27.5;0.0;27.8;"84217"
"5058";30;16;0;"NYTUN";26.6;0.0;0.4;26.6;0.0;0.0;"183417"
"5058";30;8;0;"YTTERLIEN";30.7;36.6;22.3;30.7;0.0;0.0;"183413"
"3438";71;6;0;"SJØSJÅLIA";6.0;0.0;8.3;0.0;0.0;6.0;"169205"
"3448";91;4;0;"HANSSVEEA";14.8;100.5;5.8;10.2;0.0;4.6;"15207"
"3448";91;3;0;"FORSETH";29.9;29.9;18.9;28.4;0.0;1.5;"15206"
"4205";152;37;0;"VALAND";0.0;0.0;1.0;0.0;0.0;0.0;"28188"
"4205";152;16;0;"VALAND";5.3;106.9;3.8;5.3;0.0;0.0;"28190"
"5058";30;10;0;"NESHEIM";36.7;24.0;28.4;36.7;0.0;0.0;"183415"
"3438";71;3;0;"TRÆET";27.4;103.8;2.4;10.3;0.0;17.1;"122098"
"3439";36;12;0;"RØNNINGEN NEDRE";105.8;66.8;81.4;94.9;0.0;10.9;"168971"
"4206";88;12;0;"MEBERG";2.6;13.7;1.0;0.0;0.0;2.6;"89044"
"3448";91;6;0;"SOLVANGSLETTEN";0.0;61.1;48.0;0.0;0.0;0.0;"199651"
"3448";91;5;0;"SOLLIESÆTRA";20.1;50.6;4.3;0.0;0.0;20.1;"96363"
"4206";1;16;0;"LUNDE";0.0;8.9;27.9;0.0;0.0;0.0;"126260"
"3448";92;2;0;"TANGEN";36.3;205.1;19.9;36.3;0.0;0.0;"15208"
"5006";27;5;0;"SOLBAKKEN VESTRE";11.3;0.7;0.5;11.3;0.0;0.0;"202726"
"3448";92;1;0;"FRØISLAND";361.8;4841.2;1128.0;119.6;0.0;242.2;"195344"
"5058";31;1;0;"GILDE";104.8;978.3;1804.0;103.1;0.0;1.7;"183418"
"4206";88;16;0;"MEBERG";10.7;27.1;8.0;0.0;0.0;10.7;"195880"
"4206";88;18;0;"MEBERG";47.8;45.0;2.2;11.8;7.8;28.2;"195880"
"3448";92;11;0;"LYSTNE";100.1;6.3;13.0;96.5;0.0;3.6;"155367"
"3448";91;7;0;"SOLLISVEEN";0.0;14.2;0.0;0.0;0.0;0.0;"199651"
"3448";92;10;0;"NØRSTVOLD";52.2;24.7;10.6;47.3;0.0;4.9;"15210"
"4206";88;32;0;;13.4;17.9;0.2;0.0;0.0;13.4;"127407"
"5058";31;4;0;"VOLDEN";36.4;435.9;539.9;36.4;0.0;0.0;"183421"
"5006";27;7;0;"RYDVOLD";2.8;0.0;0.2;2.8;0.0;0.0;"177735"
"4206";1;4;0;"LUNDE";53.0;13.7;10.3;26.4;0.0;26.6;"28191"
"3448";92;9;0;"RINGVOLD";22.8;2.2;0.0;22.8;0.0;0.0;"155367"
"4206";88;19;0;"MEBERG";22.5;2.0;0.7;12.2;0.0;10.3;"127407"
"5058";31;2;0;"GILDE VESTRE";98.7;710.5;2710.8;98.7;0.0;0.0;"183419"
"4207";15;21;0;;2.7;0.7;0.5;0.0;0.0;2.7;"238581"
"4207";15;20;0;;3.4;5.2;0.1;0.0;0.0;3.4;"238580"
"5006";27;22;0;"LEIRHAUG III";5.0;4.0;0.0;5.0;0.0;0.0;"71768"
"5058";31;3;0;"GILDE";122.3;1154.9;3093.7;122.3;0.0;0.0;"183420"
"4207";16;12;0;"HOLMESTYKKET";4.3;5.4;1.9;4.3;0.0;0.0;"86899"
"5006";27;8;0;"LENSMYRA";0.0;11.0;5.4;0.0;0.0;0.0;"177734"
"4207";15;27;0;;2.7;3.2;0.5;0.0;0.0;2.7;"28518"
"4207";16;3;0;"OMLAND";3.5;0.0;0.0;3.5;0.0;0.0;"109183"
"4207";17;5;0;"REISTAD";1.5;58.7;7.0;0.4;0.0;1.1;"103679"
"4207";16;13;0;"SOLBU";0.1;0.0;0.9;0.0;0.0;0.1;"28522"
"4207";17;13;0;"HIDRA";0.0;1.4;0.0;0.0;0.0;0.0;"81196"
"4207";17;2;0;"REISTAD";2.6;26.5;4.7;1.5;0.0;1.1;"28525"
"4207";18;2;0;"VIMMERVÅG";5.7;19.4;42.0;1.3;0.1;4.3;"81197"
"5006";28;1;0;"LEIN VESTRE";358.2;709.0;29.3;345.2;0.0;13.0;"136203"
"4207";19;3;0;"HAVSGÅRD";0.0;34.3;41.9;0.0;0.0;0.0;"109185"
"5006";27;38;0;"GRESSETH II";0.6;0.1;0.2;0.6;0.0;0.0;"105467"
"4207";17;4;0;"REISTAD";0.1;46.2;18.3;0.1;0.0;0.0;"87061"
"4207";19;9;0;"EIDE";0.5;41.0;90.5;0.5;0.0;0.0;"28528"
"4207";18;1;0;"VIMMERVÅG";1.3;1.3;9.8;0.0;1.3;0.0;"28526"
