kommunenummer;gaardsnummer;bruksnummer;festenummer;bruksnavn;gjeldende_jordbruksareal;gjeldende_produktiv_skog;gjeldende_annet_areal;gjeldende_fulldyrket;gjeldende_overflatedyrket;gjeldende_innmarksbeite;lbe_id
"4622";70;4;0;"FYKSE";8.4;159.2;8.8;3.7;3.9;0.8;"80074"
"4622";62;8;0;"BOTNEN";27.1;13.6;57.4;18.0;6.0;3.1;"36366"
"5027";250;3;0;"TRØA";0.0;1.5;0.0;0.0;0.0;0.0;"76666"
"5027";253;1;0;"AUNEGRINDEN";37.7;20.9;3.9;20.1;0.0;17.6;"90985"
"4622";11;443;0;;10.9;2.9;1.0;0.0;0.0;10.9;"226582"
"4622";2;10;0;"BERGLY";7.3;30.3;0.8;0.0;0.2;7.1;"36244"
"5027";250;1;0;"TILLER";68.4;81.0;14.0;49.5;0.0;18.9;"49809"
"5027";257;4;0;"ENGESRØNNING";3.2;154.7;3.3;3.2;0.0;0.0;"101094"
"5027";250;4;0;"TILLER NORDRE";24.2;33.3;6.1;24.2;0.0;0.0;"50867"
"5027";251;1;0;"TILLERMO";61.4;36.9;20.2;55.6;0.0;5.8;"146749"
"5027";256;1;0;"AUNØYEN";6.1;103.8;14.6;6.1;0.0;0.0;"49810"
"5027";255;1;0;"TILLERÅS";25.5;61.9;4.2;25.5;0.0;0.0;"132111"
"5027";257;3;0;"SNIPEN";34.4;351.8;95.3;34.4;0.0;0.0;"101093"
"5027";257;7;0;"ENGESHAGEN";15.2;171.9;30.6;12.5;0.0;2.7;"101095"
"5027";258;11;0;"LØVLI";13.0;42.9;5.8;12.0;0.0;1.0;"110565"
"4622";19;280;0;"VESTERÅS";0.0;0.3;0.7;0.0;0.0;0.0;"36289"
"5027";250;2;0;"BJØRKHEIM";9.3;0.3;3.7;9.3;0.0;0.0;"76666"
"5027";257;10;0;"ØYTUN";3.2;0.8;2.1;3.2;0.0;0.0;"50871"
"5027";258;6;0;"OSMO";6.8;0.0;7.9;6.8;0.0;0.0;"50872"
"4622";136;16;0;"JANABU";0.0;4.8;0.1;0.0;0.0;0.0;"191349"
"5027";258;20;0;"ÅSHEIM";293.4;819.0;303.6;216.4;0.0;77.0;"209813"
"1860";111;1;0;"REKDAL";13.5;0.0;3.9;7.3;0.4;5.8;"91493"
"5027";257;2;0;"ENGAN";39.2;61.4;10.4;39.2;0.0;0.0;"129233"
"5027";258;9;0;"MOEN";3.4;51.7;14.8;3.4;0.0;0.0;"86040"
"1860";110;7;0;"KVALNES";0.0;0.0;0.0;0.0;0.0;0.0;"61528"
"5027";258;16;0;"VÅTTÅSSKOGEN";0.0;46.6;0.0;0.0;0.0;0.0;"110566"
"4622";60;41;0;"SOLHAUG";0.4;0.5;1.4;0.0;0.0;0.4;"88137"
"4622";41;1;0;"MO INDRE";111.6;0.0;0.0;76.7;3.5;31.4;"191549"
"1860";110;58;0;;4.1;0.0;0.0;4.1;0.0;0.0;"240098"
"4012";74;2;0;"UTJORD - ØDEGAARDEN";24.7;179.5;15.0;24.7;0.0;0.0;"150704"
"1860";111;2;0;"HALSAN";22.6;0.0;6.7;4.3;0.0;18.3;"61537"
"1866";49;1;0;"ÅNSTAD INDRE";24.3;52.5;95.2;22.1;0.8;1.4;"61824"
"4622";35;14;0;"BØRVE";43.8;18.9;15.9;0.0;31.8;12.0;"101415"
"1860";111;3;0;"REKDAL";14.7;0.0;0.5;11.0;0.9;2.8;"61538"
"4622";57;12;0;"FREDSLAND";2.8;28.1;2.6;0.0;2.8;0.0;"205346"
"4622";125;6;0;"BØRSHEIM MIDTRE";1.9;0.0;7.4;1.9;0.0;0.0;"147994"
"4622";21;32;0;"FOSSDALSHEI SØRE";0.0;0.0;112.2;0.0;0.0;0.0;"83809"
"1860";111;10;0;"RENDAL";10.6;0.0;6.4;4.7;0.0;5.9;"61540"
"4622";146;10;0;"GRAVDAL KOPPERGRUBER";0.0;41.6;123.7;0.0;0.0;0.0;"191368"
"1860";111;4;0;"REKDAL";16.6;0.0;8.6;16.2;0.1;0.3;"111519"
"4622";3;1;0;"AKSNES ØVRE";93.6;255.1;0.0;29.4;31.6;32.6;"191567"
"4012";75;5;0;"HAVREDAL";6.7;56.0;8.9;5.4;0.0;1.3;"98457"
"1860";111;16;0;"STRANDVOLL";5.7;0.0;0.9;5.7;0.0;0.0;"61542"
"1860";111;6;0;"NYVOLLEN";12.4;0.0;2.9;10.5;0.4;1.5;"61538"
"1860";111;9;0;"ELVEGÅRDEN";6.8;0.0;2.4;5.5;0.0;1.3;"207751"
"4012";75;7;0;"HAVREDAL";23.7;192.5;46.1;23.7;0.0;0.0;"150707"
"4012";75;1;0;"HAVREDAL";42.7;343.8;61.2;39.6;3.1;0.0;"150706"
"4012";75;3;0;"HAVREDAL";56.2;578.9;138.4;30.4;0.0;25.8;"150706"
"4012";75;6;0;"HAVREDAL";33.8;58.2;15.1;33.8;0.0;0.0;"20759"
"1860";111;21;0;"NYRUD";15.5;0.0;10.3;7.0;1.1;7.4;"61538"
"4005";244;134;0;"LINJETRACE' KANALVEIEN-SKOGEN";0.0;31.9;48.3;0.0;0.0;0.0;"176258"
"4005";244;563;0;"LIENFOSSVEGEN 11";0.0;0.0;0.6;0.0;0.0;0.0;"176258"
"1860";112;1;0;"VALLE";16.0;0.0;7.2;13.6;0.0;2.4;"61544"
"1860";112;4;0;"TERSLI";14.4;0.0;3.9;13.0;0.0;1.4;"61546"
"1860";111;18;0;"STIBAKKEN";0.5;0.0;1.1;0.0;0.0;0.5;"74492"
"1860";111;17;0;"DALHEIM";9.6;0.0;2.2;4.3;0.0;5.3;"61543"
"1860";111;20;0;"ELVEBAKKEN";7.5;0.0;3.0;1.8;0.6;5.1;"91493"
"1860";111;22;0;"SOLTUN";14.8;0.0;1.9;10.4;2.8;1.6;"61538"
"1860";112;3;0;"VALHEIM";32.6;0.0;7.1;30.2;2.4;0.0;"61545"
"4005";50;16;0;"GOLI SØNDRE";0.0;350.5;16.4;0.0;0.0;0.0;"176371"
"1860";112;2;0;"VALLE";44.3;0.0;12.1;39.8;0.0;4.5;"125836"
"1865";56;11;0;"LANGTEIG";6.9;15.4;81.8;5.9;0.7;0.3;"61818"
"1865";56;7;0;"SOMMERLY";0.0;34.9;269.1;0.0;0.0;0.0;"98494"
"4005";245;60;0;"LINJETRACE'TVEITEN-TINNEBERGET";0.0;0.2;20.2;0.0;0.0;0.0;"176258"
"4005";245;24;0;"TVEITBAKKEN";0.0;0.0;17.1;0.0;0.0;0.0;"176258"
"4005";50;22;0;"GOLI MIDTRE";0.0;374.0;23.3;0.0;0.0;0.0;"176369"
"1865";56;12;0;"HAUGTEIG";13.1;13.6;48.3;7.4;2.7;3.0;"61818"
"1865";56;17;0;"BJØRKLY";8.5;8.2;180.3;8.5;0.0;0.0;"60672"
"4005";50;21;0;"TAKSTNUMMER 42";0.3;12.5;9.6;0.0;0.0;0.3;"176258"
"4005";51;1;0;"TVEITAN";51.0;1675.3;558.5;51.0;0.0;0.0;"141840"
"4005";51;4;0;"SKOGEN";16.1;20.7;10.4;16.1;0.0;0.0;"20240"
"4005";50;17;0;"BRATTEKÅS MITTRE";10.5;32.3;2.3;10.5;0.0;0.0;"22750"
"1865";56;18;0;"FAGERHEIM";0.0;116.2;182.6;0.0;0.0;0.0;"98492"
"1865";56;22;0;"BJØRKLUND";15.8;25.2;104.2;15.8;0.0;0.0;"60672"
"1865";56;23;0;"KVELLRO";5.2;0.0;55.4;5.2;0.0;0.0;"60670"
"4005";51;3;0;"TVEITAN";57.2;1105.0;128.6;57.2;0.0;0.0;"176372"
"1865";57;6;0;"VESTENGEN";17.2;25.9;892.0;11.6;3.1;2.5;"154378"
"4005";51;6;0;"GRANLI";7.8;8.2;7.0;7.8;0.0;0.0;"20241"
"1865";57;4;0;"STRANDEN";16.9;10.4;264.8;13.4;0.0;3.5;"221422"
"1865";57;1;0;"OLDERFJORD";12.9;20.9;589.2;5.0;5.1;2.8;"61820"
"1865";57;2;0;"OLDERFJORD";10.6;21.2;865.1;5.3;2.7;2.6;"61819"
"3332";135;1;0;"ÅSAN";31.7;3021.0;0.0;31.7;0.0;0.0;"18614"
"4005";51;7;0;"NEDRE SKOGEN";8.6;22.5;5.1;8.6;0.0;0.0;"20242"
"4005";51;17;0;"STEINSRUD";0.0;5.1;6.5;0.0;0.0;0.0;"20243"
"1860";64;13;0;"ARVIKEN";23.2;0.0;181.1;14.7;8.5;0.0;"74413"
"1860";64;14;0;"SOLHEIM";9.2;0.9;3.3;9.2;0.0;0.0;"61328"
"4005";51;16;0;"SKOGEN";22.0;12.6;7.9;22.0;0.0;0.0;"22752"
"4005";52;9;0;"MOEN NORDRE";0.0;36.3;3.5;0.0;0.0;0.0;"141809"
"1860";64;10;0;"SÆTEREN";7.9;0.0;5.8;4.9;0.0;3.0;"61321"
"1865";57;10;0;"FREDHEIM";20.1;0.0;0.0;10.3;1.8;8.0;"61820"
"4005";52;1;0;"SIMONES";58.1;493.4;258.8;58.1;0.0;0.0;"176373"
"1865";57;7;0;"OLDERFJORD";13.6;99.7;867.5;0.0;2.5;11.1;"154378"
"4005";52;5;0;"SIMONES";43.1;1400.2;551.2;40.8;0.0;2.3;"176375"
"4005";52;6;0;"LIEN";7.4;45.1;0.0;7.4;0.0;0.0;"141808"
"4005";52;7;0;"SIMONES";22.3;949.2;364.2;22.3;0.0;0.0;"141809"
"1860";64;15;0;"HELDALEN";12.9;0.0;145.1;7.9;5.0;0.0;"111496"
"1860";64;5;0;"AUSTERVOLLEN";16.4;0.0;10.3;7.7;0.1;8.6;"105988"
"1860";64;23;0;"SOLVANG";14.1;0.0;3.7;11.0;3.1;0.0;"61325"
"4005";52;11;0;"BREISTUØSKOVSTYK";0.0;49.5;0.0;0.0;0.0;0.0;"80638"
"1860";64;24;0;"NORDMO";12.5;0.0;11.4;12.5;0.0;0.0;"111497"
"1860";64;17;0;"NORDSANDSUND";17.6;0.0;0.0;5.6;1.5;10.5;"61322"
"1865";57;9;0;"VOLDEN";22.4;19.7;371.0;0.0;15.0;7.4;"60600"
"1860";64;40;0;"HEIMTUN";7.2;0.0;4.4;7.2;0.0;0.0;"61327"
"1860";64;4;0;"PETVIK";69.1;0.0;0.0;63.8;0.1;5.2;"140600"
"1860";64;20;0;"FAGERTUN";12.7;0.4;12.1;12.7;0.0;0.0;"61323"
"1860";65;2;0;"SOLSTRAND";41.2;0.0;0.0;41.2;0.0;0.0;"111414"
"1860";65;11;0;"VOLL";42.7;0.0;0.0;31.5;0.0;11.2;"196742"
"1860";65;5;0;"RAMSVIK NORDRE";123.5;117.5;335.9;79.8;0.0;43.7;"124753"
"1860";64;29;0;"FAGERTUN II";5.8;0.0;4.3;5.8;0.0;0.0;"61323"
"1860";65;3;0;"LILLEGÅRD";0.0;0.6;24.7;0.0;0.0;0.0;"111415"
"1860";64;44;0;"NESTUN";2.1;0.0;0.0;0.1;0.0;2.0;"61321"
"1860";65;12;0;"SOLUM";0.0;0.0;0.0;0.0;0.0;0.0;"196742"
"1860";65;4;0;"BAKKEJORD";108.8;23.9;45.2;55.2;2.4;51.2;"111415"
"1860";64;25;0;"STORMYR";0.0;0.0;2.9;0.0;0.0;0.0;"74413"
"1860";65;10;0;"NYHEIM";23.3;13.8;68.8;23.3;0.0;0.0;"60326"
"1860";65;13;0;"HEIMLY";18.7;2.6;30.4;17.0;0.1;1.6;"61330"
"1860";64;31;0;"SLETTBAKK";8.6;0.0;36.7;8.6;0.0;0.0;"61326"
"1860";127;2;0;"BAKKEN ØSTRE";28.4;0.1;25.3;0.0;11.7;16.7;"74484"
"1860";65;14;0;"SKOGHEIM";0.0;0.0;0.0;0.0;0.0;0.0;"111414"
"1860";65;9;0;"SOLHEIM";27.0;5.8;21.8;12.2;3.2;11.6;"61329"
"1860";65;16;0;"ALVHEIM";0.0;0.0;0.0;0.0;0.0;0.0;"111414"
"1860";65;27;0;"VESTLI";0.0;0.0;12.9;0.0;0.0;0.0;"120984"
"1860";65;17;0;"SOLHEIM";5.6;2.0;42.5;5.6;0.0;0.0;"61331"
"1860";65;20;0;"LIDARHEIM I";28.5;0.0;40.2;8.9;0.0;19.6;"120984"
"4005";53;1;0;"STRAND SØNDRE";24.7;277.5;51.0;24.7;0.0;0.0;"176378"
"4005";53;2;0;"STRAND SØNDRE";96.1;1155.4;128.8;91.6;0.0;4.5;"176378"
"4005";53;8;0;"KANTEBAKKE";8.0;21.1;12.2;8.0;0.0;0.0;"20251"
"1860";65;24;0;"SKOGLUND VESTRE";8.1;0.0;0.4;8.0;0.0;0.1;"61328"
"4005";52;13;0;"PLADSEN";13.7;8.1;3.7;4.3;0.0;9.4;"176376"
"4005";55;1;0;"STRAND NORDRE";118.8;2785.3;419.9;85.6;0.0;33.2;"141811"
"1860";128;2;0;"NEDRE";16.2;3.6;210.9;6.1;2.6;7.5;"60463"
"4005";54;5;0;"BJØRNHAUG";0.0;37.1;1.0;0.0;0.0;0.0;"176381"
"4005";54;1;0;"MIDTSTRAND";61.7;2118.7;119.4;52.3;0.0;9.4;"141810"
"4005";54;3;0;"SKOVSTYKKE VESTRE";0.0;719.6;101.4;0.0;0.0;0.0;"176380"
"4005";54;4;0;"SOLBERG";0.0;16.6;0.0;0.0;0.0;0.0;"80639"
"4005";53;10;0;"SLAAKESTYKKET";0.0;259.4;70.7;0.0;0.0;0.0;"176379"
"1860";129;1;0;"BAKJORDEN";25.0;0.0;18.3;0.0;4.1;20.9;"106397"
"5028";124;17;0;"TRØA";15.7;0.0;0.1;14.4;0.0;1.3;"51030"
"4005";57;1;0;"HAUGERUD";34.8;736.7;12.9;34.8;0.0;0.0;"141812"
"1860";129;2;0;"INDRE BAKJORD";12.2;0.0;4.6;0.0;3.3;8.9;"61614"
"5028";124;20;0;"GREVSKOTT";57.8;39.9;15.5;57.8;0.0;0.0;"231024"
"4005";55;3;0;"BREISTUL";2.5;528.0;2.3;0.0;0.0;2.5;"176378"
"5028";124;8;0;"VOLD";7.7;0.6;1.6;1.6;0.0;6.1;"50994"
"5028";124;15;0;"SKOGHEIM";8.3;92.2;32.1;8.3;0.0;0.0;"51032"
"4010";19;29;0;"KLOVSKOGRØNNINGEN";0.0;72.9;29.4;0.0;0.0;0.0;"176217"
"4010";19;23;0;"SKOG";0.0;1312.8;172.5;0.0;0.0;0.0;"176217"
"4010";19;36;0;"SKAMYRSTYKKET";0.0;33.2;0.7;0.0;0.0;0.0;"176180"
"4010";19;31;0;"LILLEKÅS";6.0;1.4;2.5;4.4;1.3;0.3;"20548"
"5028";125;2;0;"LANGLAND";0.0;15.1;2.1;0.0;0.0;0.0;"117341"
"4010";19;33;0;"NORDBØ";132.6;7.7;7.2;132.6;0.0;0.0;"176173"
"5028";124;21;0;"BOLLANDSMOEN";49.4;41.3;45.7;49.4;0.0;0.0;"51033"
"5028";125;4;0;"LANGLAND ØVRE";269.3;1536.9;718.0;255.8;0.0;13.5;"51036"
"5028";125;6;0;"LILLETEIGEN";33.9;12.6;0.1;33.9;0.0;0.0;"51028"
"5028";125;9;0;"MOUM";128.6;4.7;13.0;128.6;0.0;0.0;"110497"
"5028";125;14;0;"EKERBAKKEN";10.6;79.9;225.7;10.6;0.0;0.0;"76333"
"5028";125;20;0;"FURULY";4.5;23.8;306.6;4.5;0.0;0.0;"51003"
"5028";125;1;0;"LANGELAND,NEDRE";259.0;1235.4;458.9;244.7;0.0;14.3;"51034"
"5028";125;12;0;"LANGLANDSEKRAN";25.2;28.0;3.8;25.2;0.0;0.0;"51034"
"4010";19;54;0;"GEITESKÅTTÅS";0.0;62.5;6.2;0.0;0.0;0.0;"176168"
"5028";125;5;0;"GJERDET";2.3;0.0;3.3;2.3;0.0;0.0;"78040"
"5028";125;11;0;"LILLEHAGEN";0.5;20.1;8.4;0.5;0.0;0.0;"51038"
"4010";19;42;0;"SØRBØ";0.0;2.3;0.2;0.0;0.0;0.0;"176168"
"1860";98;8;0;"SKOGLY";3.9;0.1;41.3;3.2;0.1;0.6;"60421"
"5028";125;30;0;"BJØRGKAMMEN";0.0;3.6;4.5;0.0;0.0;0.0;"51034"
"5028";125;23;0;"LANGLANDSMOEN";13.0;7.6;5.7;13.0;0.0;0.0;"51004"
"5028";126;1;0;"BYBOT";146.6;629.1;209.7;95.5;13.8;37.3;"51041"
"4010";19;43;0;"ØVERBØ SKOG";0.0;893.6;187.7;0.0;0.0;0.0;"176169"
"4010";19;45;0;"HEGNA";0.0;6.1;0.6;0.0;0.0;0.0;"176169"
"4003";268;63;0;"BERGHEIM";14.9;25.0;0.2;14.9;0.0;0.0;"98722"
"5028";128;1;0;"BØRSET";90.1;605.9;154.6;55.9;0.0;34.2;"117337"
"5028";126;2;0;"LØKKEN SØNDRE";30.7;38.4;4.4;30.7;0.0;0.0;"202651"
"4003";269;1;0;"HAUKELIEN";90.1;358.5;96.9;86.8;0.0;3.3;"141492"
"4003";269;6;0;"BLAUTEDAL";0.0;4530.2;421.7;0.0;0.0;0.0;"72025"
"4003";268;86;0;"BERGAN 2";7.4;0.0;0.8;7.4;0.0;0.0;"20082"
"5028";125;22;0;"MYRVANG";118.0;14.6;460.2;118.0;0.0;0.0;"90416"
"5028";125;27;0;"VOLLAVADET";29.9;60.2;5.3;29.9;0.0;0.0;"51040"
"4003";269;3;0;"HAUKELIEN";38.7;66.5;5.4;38.7;0.0;0.0;"20035"
"4003";270;1;0;"MELUM";153.8;449.3;78.2;134.3;0.0;19.5;"141717"
"4003";270;2;0;"MELUM";37.0;343.3;63.9;36.9;0.0;0.1;"20037"
"4003";268;125;0;"BRATTEBAKKE";7.4;8.8;0.4;7.4;0.0;0.0;"208742"
"5028";127;2;0;"VALDERÅSHAUG";8.0;44.1;1.9;2.8;0.0;5.2;"51006"
"5028";128;3;0;"NYLØKKEN";12.3;44.0;3.2;10.8;0.0;1.5;"117338"
"4003";269;5;0;"STRØMSTAD";65.3;152.9;74.9;62.3;0.0;3.0;"113324"
"4003";270;3;0;"MELUM";64.0;276.2;23.7;63.8;0.0;0.2;"129999"
"4003";271;1;0;"LEIRODDEN";78.0;971.3;439.1;78.0;0.0;0.0;"20085"
"4003";269;8;0;"ELVHEIM";12.9;85.9;2.7;12.9;0.0;0.0;"20036"
"4003";270;4;0;"MELUM";72.0;382.8;26.3;64.7;7.3;0.0;"176510"
"5028";130;1;0;"DAL";129.7;525.7;311.5;105.3;0.0;24.4;"117340"
"5028";130;2;0;"HAGELØKKEN";11.7;153.2;286.2;11.6;0.0;0.1;"221091"
"5028";130;3;0;"SVEIBAKKEN DAL";112.5;192.4;121.9;93.8;0.0;18.7;"78041"
"5028";130;18;0;"SØRLIA";0.0;34.4;2.3;0.0;0.0;0.0;"128630"
"5028";130;4;0;"KIRKSTIEN";28.2;26.8;29.1;28.2;0.0;0.0;"117341"
"5028";130;5;0;"HAGEN";24.2;19.4;19.4;24.2;0.0;0.0;"117343"
"5028";130;9;0;"NYGÅRD";64.5;59.8;5.4;64.5;0.0;0.0;"117346"
"5028";130;15;0;"NYDAL";24.8;7.0;2.7;24.8;0.0;0.0;"117352"
"3436";256;58;0;"LUNDLØKKEN 2";3.1;0.2;0.0;3.1;0.0;0.0;"125542"
"4003";271;2;0;"HVALEN";0.0;501.1;179.2;0.0;0.0;0.0;"20085"
"5028";253;5;0;"SØRLØKKEN";3.2;5.0;2.2;0.0;0.0;3.2;"132729"
"5028";131;1;0;"ENGAN";131.9;540.7;602.6;131.5;0.0;0.4;"117353"
"4003";271;5;0;"HEGNA";49.8;31.2;3.7;41.9;0.0;7.9;"20086"
"5028";131;2;0;"ENGAN";138.6;396.7;506.5;77.4;0.0;61.2;"117354"
"4005";83;35;0;"LANGERUD-ØSTRE GAVLESJÅ";0.0;16.5;1329.8;0.0;0.0;0.0;"141835"
"4005";84;1;0;"AARLIEN";9.5;170.8;16.4;2.8;6.7;0.0;"176350"
"1866";49;2;0;"ÅNSTADINDRE";60.0;111.9;375.5;53.5;1.1;5.4;"61825"
"5028";130;7;0;"DAL";152.3;519.8;157.7;129.2;0.0;23.1;"117344"
"5028";130;19;0;"HÅGÅBAKKEN";12.2;1.5;1.7;11.9;0.0;0.3;"51007"
"4005";83;27;0;"ØYGARDEN";9.3;134.8;48.6;3.9;0.0;5.4;"141837"
"1866";49;3;0;"ÅNSTAD INDRE";0.0;0.0;52.7;0.0;0.0;0.0;"61825"
"5028";130;11;0;"LANGLØKKEN";24.3;50.8;30.2;24.3;0.0;0.0;"117347"
"5028";130;14;0;"PRØVEN";55.2;92.8;6.2;53.9;0.0;1.3;"117351"
"4005";83;33;0;"KÅSA";6.0;34.5;8.1;4.3;0.0;1.7;"176349"
"4003";271;12;0;"VALEN";41.9;3.5;5.4;41.9;0.0;0.0;"20085"
"4005";84;18;0;"HAUGEN";1.5;14.5;1.8;1.5;0.0;0.0;"176350"
"4005";86;17;0;"ÅRLILØKKA";0.0;25.4;0.6;0.0;0.0;0.0;"176350"
"4005";84;2;0;"AARLIEN";2.8;52.2;31.7;0.0;2.8;0.0;"176351"
"4012";75;9;0;"HAVREDAL";0.0;0.0;10.2;0.0;0.0;0.0;"20702"
"4005";84;10;0;"AARLIBAKKEN";0.0;0.1;1.1;0.0;0.0;0.0;"176258"
"4003";271;4;0;"HEGNA";42.0;47.3;2.7;42.0;0.0;0.0;"176512"
"4005";83;36;0;"PARSELL TIL 83/14";1.3;0.3;0.1;1.3;0.0;0.0;"20330"
"4005";84;11;0;"ÅRLIFOSS ST.- GAUPESPRANGET";0.0;22.4;17.4;0.0;0.0;0.0;"176258"
"4005";86;6;0;"LINJETRACE' STORMO-ÅRLIFOSS ST";0.3;83.2;31.5;0.3;0.0;0.0;"176258"
"1866";49;5;0;"NYGÅRD";7.6;0.0;24.4;7.6;0.0;0.0;"126704"
"4012";75;17;0;"HAVREDAL - RINGSJØKÅSENE";0.0;67.6;14.7;0.0;0.0;0.0;"20760"
"4005";86;2;0;"SKOVSTYKKE";0.0;1819.1;96.4;0.0;0.0;0.0;"176417"
"4005";87;1;0;"MORK ØVRE";0.0;2431.0;392.1;0.0;0.0;0.0;"141869"
"4005";87;6;0;"SKOGSTYKKE";0.0;165.2;2.3;0.0;0.0;0.0;"141869"
"4012";76;3;0;"HAUKEDAL - KILEN";7.7;84.7;51.8;7.7;0.0;0.0;"20761"
"4012";76;4;0;"HAUKEDAL";43.6;397.0;195.5;43.6;0.0;0.0;"150709"
"4012";76;2;0;"HAUKEDAL";17.1;104.8;53.6;17.1;0.0;0.0;"20698"
"4012";77;1;0;"KJØRSTAD ØSTRE - MYREBAKKEN";11.1;124.2;0.0;11.1;0.0;0.0;"94509"
"4012";77;2;0;"KJØRSTAD ØSTRE";0.0;85.5;52.5;0.0;0.0;0.0;"150710"
"4012";77;3;0;"KJØRSTAD ØSTRE";23.3;49.8;56.4;23.3;0.0;0.0;"140877"
"4012";76;1;0;"HAUKEDAL - KAASA";34.0;226.9;40.0;32.9;1.1;0.0;"98458"
"4012";76;8;0;"HAUKEDAL";20.6;210.8;76.2;20.6;0.0;0.0;"223631"
"4012";77;4;0;"KJØRSTAD ØSTRE";14.0;39.3;70.7;14.0;0.0;0.0;"20762"
"1866";50;3;0;"INDERJORDEN";34.4;20.1;96.0;31.4;0.0;3.0;"89763"
"1866";49;6;0;"OPSAHL";13.1;83.8;138.6;13.0;0.0;0.1;"208228"
"4012";76;7;0;"HAUKEDAL - RYDNINGEN";5.0;32.8;35.0;5.0;0.0;0.0;"101957"
"4003";300;3308;0;"RISINGVEIEN 2B";11.5;0.0;2.9;11.5;0.0;0.0;"42850"
"1866";50;2;0;"Ongstad";44.3;0.0;10.3;22.2;1.7;20.4;"208229"
"1866";50;15;0;"NYMOEN";9.3;0.0;0.7;9.3;0.0;0.0;"126618"
"1866";50;6;0;"Ongstad";53.1;0.0;75.4;45.6;0.9;6.6;"136280"
"4003";331;5;0;"VALE (se merknader)";136.3;414.2;54.2;134.1;0.0;2.2;"141681"
"1866";50;11;0;"RENNA";30.5;2.2;43.0;29.3;0.0;1.2;"62005"
"1866";50;4;0;"MOA";11.4;0.0;0.0;9.6;0.0;1.8;"62004"
"1866";50;7;0;"LINDBERG";44.1;4.0;34.6;37.2;0.0;6.9;"113490"
"4003";331;2;0;"VALE (se merknader)";147.0;396.0;56.4;126.4;0.0;20.6;"141680"
"4003";331;6;0;"VALE";38.8;63.6;12.7;38.8;0.0;0.0;"98867"
"4003";331;10;0;"SKOV";0.0;535.8;62.4;0.0;0.0;0.0;"201525"
"1866";50;12;0;"FREDHEIM";40.7;0.0;0.0;19.1;1.4;20.2;"132637"
"4003";331;9;0;"SKOV";0.0;537.8;89.9;0.0;0.0;0.0;"201674"
"1866";50;21;0;"INDRE STRAND";0.0;0.0;17.6;0.0;0.0;0.0;"131719"
"1866";50;24;0;"STRANDTEIGEN";25.1;0.0;5.4;25.0;0.0;0.1;"131719"
"5036";17;49;0;;39.2;79.7;3.7;32.3;0.0;6.9;"100133"
"4012";88;9;0;"TROSBY - STEINVIK";0.0;0.0;1.4;0.0;0.0;0.0;"141903"
"4003";331;7;0;"VALE";31.1;33.0;27.4;31.1;0.0;0.0;"98868"
"1866";51;2;0;"KROKEN";45.5;3.9;86.4;35.1;3.2;7.2;"111685"
"1866";51;3;0;"YTTERTEIGEN";42.5;1.3;10.0;42.5;0.0;0.0;"136281"
"4012";88;3;0;"TROSBY";2.9;22.0;107.2;2.9;0.0;0.0;"20798"
"4012";89;3;0;"MELBY";34.0;244.2;119.7;34.0;0.0;0.0;"115582"
"4012";89;1;0;"MELBY";19.9;218.5;207.7;19.9;0.0;0.0;"150722"
"1866";51;1;0;"NYGÅRD";54.5;0.0;92.7;51.5;0.5;2.5;"101306"
"1866";50;16;0;"STRAND";12.0;0.0;18.4;2.0;0.0;10.0;"62078"
"5601";38;258;0;"M33/044       SLETTBAKKEN";2.5;0.9;2.9;2.5;0.0;0.0;"242799"
"1866";51;4;0;"GAMMELGÅRDEN";353.1;2.3;225.3;52.6;26.6;273.9;"136281"
"1866";51;6;0;"HAUG";49.6;0.0;4.8;47.8;1.8;0.0;"136281"
"1866";50;19;0;"EINLIHAUGEN";11.4;0.0;35.4;11.4;0.0;0.0;"62114"
"1866";50;31;0;"NYHEIM";0.4;0.0;0.9;0.0;0.0;0.4;"225099"
"1866";51;10;0;"VOLL";51.2;3.1;45.1;51.2;0.0;0.0;"101303"
"4012";88;2;0;"TROSBY";2.7;47.4;138.5;2.7;0.0;0.0;"150721"
"1866";51;9;0;"HAUG";102.6;2.2;48.1;64.9;2.6;35.1;"136281"
"4012";90;5;0;"MOLAND - (UNDER RAKKESTAD)";0.0;11.5;6.0;0.0;0.0;0.0;"108635"
"1865";58;4;0;"GAMMELGÅRDEN";19.7;0.0;0.0;5.2;9.2;5.3;"60603"
"1860";28;6;0;"GRØNNBAKKEN";18.3;0.0;11.8;11.3;1.3;5.7;"61237"
"1866";51;13;0;"SOLBAKKEN";70.8;1.9;59.9;63.4;0.7;6.7;"101306"
"1866";51;22;0;"ROA";4.9;0.0;2.2;4.6;0.3;0.0;"74006"
"1866";51;8;0;"UNARHEIM";27.5;1.5;8.5;23.8;0.7;3.0;"76789"
"4012";90;2;0;"RAKKESTAD";13.8;66.1;33.4;13.8;0.0;0.0;"150723"
"1866";51;33;0;"SOLVOLD";1.5;0.1;0.7;0.0;1.5;0.0;"62007"
"1865";59;2;0;"RYSTAD LILLE";15.6;0.0;0.0;7.2;2.9;5.5;"116756"
"4012";90;3;0;"RAKKESTAD";0.0;9.4;3.6;0.0;0.0;0.0;"98459"
"1865";59;7;0;"BAKKEJORD";36.5;0.0;0.0;2.3;16.3;17.9;"111733"
