ID;KOMNR;GARDSNR;BRUKSNR;FESTENR;BRUKSNAVN;JORDBRUKSAREAL;ANNETAREAL;SKOGAREAL;FULLDYRKET;OVERFLATEDYRKET;INNMARKSBEITE
"170445";"3431";15;1;0;"BLÆSTRUD SØNDRE";107.7;70.7;103.6;73.9;6.1;27.7
"117564";"1108";67;78;0;"VESTBAKKEN";86.9;10.3;11.6;86.9;0.0;0.0
"72860";"1108";69;34;0;"SLETTEBØ";16.9;2.1;0.0;16.9;0.0;0.0
"32730";"1108";69;54;0;"UTSYN";0.0;0.5;0.0;0.0;0.0;0.0
"32731";"1108";69;58;0;"TREKANTEN";0.0;0.8;0.0;0.0;0.0;0.0
"170436";"3431";9;1;0;"BERG DOMAAS";158.3;27.2;103.0;147.0;0.0;11.3
"219724";"5033";189;9;0;"SOLVANG";5.0;32.2;41.9;5.0;0.0;0.0
"170439";"3431";9;10;0;"SNIPPEN";75.6;3.2;38.9;68.8;0.0;6.8
"133295";"3431";9;16;0;"BERGHOL";113.0;468.9;7.7;105.9;0.0;7.1
"32531";"1103";17;1;0;"Hinna";157.9;119.4;105.3;122.0;0.0;35.9
"32532";"1103";17;3;0;"Hinna";0.0;3.6;0.0;0.0;0.0;0.0
"11925";"3431";7;15;0;"STAVLØKKEN";101.5;12.4;25.5;100.7;0.0;0.8
"109622";"1103";17;4;0;"Hinna";12.1;4.9;0.0;12.1;0.0;0.0
"170469";"3431";7;18;0;"HAUGSKJELDALEN";27.6;3.0;35.2;26.3;0.0;1.3
"93912";"1108";39;75;0;"SLETHEI";0.0;2.0;0.0;0.0;0.0;0.0
"73595";"3407";186;7;0;"SANDER";15.7;23.6;7.4;15.7;0.0;0.0
"15316";"3448";133;3;0;"BERG NORDRE";137.9;30611.3;102930.0;62.9;0.1;74.9
"151824";"3450";33;50;0;"NYBRENNA";145.2;1407.8;1077.8;47.8;2.4;95.0
"15666";"3450";33;52;0;"SOLVANG";4.6;2.0;2.8;0.0;0.0;4.6
"122090";"3450";33;68;0;"ELGSETH";217.0;825.2;1049.0;161.9;14.1;41.0
"78770";"3450";34;1;0;"KVEEN";0.0;1888.1;734.7;0.0;0.0;0.0
"170699";"3407";186;13;0;"HAGEN OG SØRSVEBERGENE";21.7;13.0;37.0;21.7;0.0;0.0
"170700";"3407";186;14;0;"BØRRERINGEN";8.1;5.1;0.6;8.1;0.0;0.0
"32652";"1108";39;89;0;"GARMHEIM";0.0;20.4;0.0;0.0;0.0;0.0
"109637";"1108";39;103;0;"SLETHEIM";0.0;1.4;0.0;0.0;0.0;0.0
"230053";"1108";39;110;0;"NYLAND";2.5;0.1;0.0;2.5;0.0;0.0
"152471";"1108";39;111;0;"NYLUND";56.6;7.4;2.7;56.6;0.0;0.0
"32653";"1108";39;143;0;"SOLHEIM";18.7;2.9;0.0;18.7;0.0;0.0
"103800";"1108";39;160;0;"LYNGHAGEN";8.8;0.4;0.0;8.8;0.0;0.0
"186376";"1108";40;1;0;"SKEIANE";34.8;9.6;11.5;29.9;0.0;4.9
"170701";"3407";186;19;0;"ERIKSRUD";9.2;42.9;57.9;9.2;0.0;0.0
"186293";"1108";83;1;0;"BRAT-HETLAND";164.8;258.4;633.0;54.7;0.0;110.1
"186294";"1108";83;2;0;"TJERNEBAKKEN";29.6;152.0;145.8;0.1;0.0;29.5
"186295";"1108";84;1;0;"ALDEGARD";185.2;296.9;220.8;63.1;0.0;122.1
"186296";"1108";84;2;0;"ALDEGARD";3.9;407.5;296.1;3.8;0.0;0.1
"30363";"4227";94;11;0;"MOI ØVRE";8.7;8.2;91.0;8.1;0.6;0.0
"136103";"4227";94;14;0;"BORGEVOLD";114.9;85.1;386.2;86.8;0.0;28.1
"119238";"4227";94;20;0;"LØVLI";30.2;92.3;208.6;27.6;2.6;0.0
"196633";"4228";10;28;0;"ØVREBØ";64.1;0.0;20.1;43.1;0.0;21.0
"130842";"4228";10;29;0;"BAKKETUN";41.8;0.0;11.0;26.3;1.0;14.5
"195334";"3436";208;9;0;"SOLHAUG";37.2;22.1;142.9;37.2;0.0;0.0
"12468";"3436";208;12;0;"LØCHEN";0.0;1.0;0.0;0.0;0.0;0.0
"169516";"3436";209;1;0;"RISDAL SØNDRE";96.0;0.0;0.0;65.7;0.0;30.3
"75669";"4228";11;3;0;"HANDELAND";61.1;0.0;6.2;60.3;0.8;0.0
"200920";"3436";209;4;0;"BRÆNDHAUGSLÅEN";12.8;2.5;10.5;12.8;0.0;0.0
"12469";"3436";209;5;0;"BJØRKHEIM";14.4;33.0;90.1;12.6;0.0;1.8
"149908";"4228";11;5;0;"HANDELAND";43.2;0.0;12.0;43.2;0.0;0.0
"30685";"4228";11;6;0;"HANDELAND";67.7;0.0;0.0;35.1;3.0;29.6
"74570";"4228";11;7;0;"HANDELAND";73.8;272.6;0.0;28.5;6.0;39.3
"30585";"4228";13;1;0;"DORGE";49.6;0.0;24.6;19.6;12.3;17.7
"30586";"4228";13;2;0;"DORGE";32.2;0.0;43.5;6.9;11.7;13.6
"30588";"4228";14;4;0;"EIKELAND";13.1;0.0;0.0;2.7;1.3;9.1
"12471";"3436";209;14;0;"GRANLI";24.9;21.2;74.9;24.9;0.0;0.0
"30589";"4228";14;6;0;"EIKELAND";29.0;55.0;91.0;16.1;8.6;4.3
"30590";"4228";15;1;0;"TVEITEN";30.2;0.0;192.8;23.9;0.0;6.3
"12472";"3436";209;16;0;"HØLMYREN NORDRE";0.0;10.6;3.3;0.0;0.0;0.0
"198214";"4228";15;2;0;"TVEITEN";23.0;0.0;121.4;17.9;5.1;0.0
"30591";"4228";15;3;0;"TVEITEN";13.4;0.0;81.5;13.4;0.0;0.0
"30506";"4228";15;7;0;"TVEITEN";12.5;0.0;52.0;12.3;0.0;0.2
"30507";"4228";15;11;0;"VENEVOLD";79.4;1372.4;48.5;53.6;0.0;25.8
"30508";"4228";16;1;0;"ØDEGÅRDEN";56.9;4425.0;158.4;35.5;10.9;10.5
"30509";"4228";16;2;0;"ØDEGÅRDEN";166.5;4311.6;55.8;40.4;18.1;108.0
"30510";"4228";18;1;0;"ØIESTØL";0.0;5519.4;0.0;0.0;0.0;0.0
"30688";"4228";19;2;0;"ÅMLI";19.9;1152.1;194.3;15.3;0.0;4.6
"30512";"4228";19;4;0;"ÅMLI";20.6;2033.6;124.8;20.6;0.0;0.0
"30689";"4228";19;8;0;"OMLI";1.2;2953.0;78.2;0.0;0.0;1.2
"88274";"4226";70;4;0;"KVÅLE STORE";32.3;264.6;378.2;24.6;6.2;1.5
"193649";"4226";71;2;0;"VERDAL VESTRE";27.7;2488.6;915.2;24.0;1.9;1.8
"103617";"4226";71;3;0;"VERDAL VESTRE";8.0;10.6;15.1;8.0;0.0;0.0
"129033";"3407";252;46;0;"LINDAL";32.7;2.1;1.4;28.7;0.0;4.0
"170539";"3407";252;47;0;"BAKKE";93.6;15.2;39.5;31.8;0.0;61.8
"193655";"4226";73;1;0;"TILHAUGEN";34.3;1675.8;697.0;24.2;0.0;10.1
"205668";"4226";74;2;0;"SKJEIE NORDRE";46.6;68.2;107.8;30.1;2.1;14.4
"170531";"3407";252;2;0;"EKREN MELLEM";382.2;744.5;2250.2;253.0;13.5;115.7
"193656";"4226";74;3;0;"SKEIE NORDRE";22.0;0.0;0.0;22.0;0.0;0.0
"170532";"3407";252;8;0;"VOLD";16.8;3.0;28.3;15.2;0.0;1.6
"30367";"4226";74;5;0;"RÆVENESET";4.0;3.6;4.8;4.0;0.0;0.0
"193657";"4226";74;6;0;"REVEKREN";16.9;17.9;16.3;16.9;0.0;0.0
"193659";"4226";74;9;0;"SKEIE NORDRE";21.2;1.6;34.9;21.2;0.0;0.0
"104571";"3407";252;9;0;"SKARSTAD";42.5;1166.4;4133.8;38.9;0.0;3.6
"170533";"3407";252;10;0;"ENGEN";7.1;3.2;20.9;7.1;0.0;0.0
"103618";"4226";74;13;0;"MOEN";2.9;2.2;0.0;2.9;0.0;0.0
"193661";"4226";74;19;0;"NYLUND";0.0;1.1;0.0;0.0;0.0;0.0
"193663";"4226";74;21;0;"FRIVOLL";12.7;0.0;0.0;12.7;0.0;0.0
"142059";"4226";75;1;0;"SKEIE SØNDRE";3.0;19.0;237.0;3.0;0.0;0.0
"193664";"4226";75;2;0;"SKJEKKELAND";1.8;1.6;7.4;1.8;0.0;0.0
"106957";"3407";252;14;0;"TRÆTSVEEN NEDRE";52.5;17.1;28.9;46.2;0.0;6.3
"193665";"4226";75;4;0;"SKEIE";15.1;119.2;565.2;14.1;0.0;1.0
"193666";"4226";75;5;0;"SKJEIE SØNDRE";1.1;592.8;466.7;1.1;0.0;0.0
"193667";"4226";75;8;0;"NYVOLL";5.0;5.0;3.1;0.3;0.0;4.7
"193668";"4226";75;12;0;"SOLLY";3.2;1.3;0.0;3.2;0.0;0.0
"88192";"4225";222;1;0;"BIRKESTØL";3.8;141.0;280.7;2.2;1.6;0.0
"157807";"4225";222;2;0;"BIRKESTØL";47.1;953.2;1024.9;26.0;3.1;18.0
"30234";"4225";223;1;0;"RISBAKKEN";25.1;59.0;271.8;13.2;9.3;2.6
"157050";"4225";224;1;0;"BUAN";41.9;254.5;580.7;29.5;2.4;10.0
"136095";"4225";225;2;0;"ØISTENSLAND";44.8;349.0;1063.0;17.4;0.0;27.4
"11849";"3407";252;15;0;"TRÆTSVEEN ØVRE";41.9;22.0;19.9;40.4;0.0;1.5
"109358";"4225";226;2;0;"NEBDALEN";4.0;86.3;299.5;0.0;0.0;4.0
"195576";"4225";227;1;0;"VATLAND";68.6;87.0;322.4;32.2;15.0;21.4
"156691";"4225";228;1;0;"LUNDEVOLD";125.7;860.2;638.5;31.7;1.1;92.9
"30235";"4225";229;1;0;"TOFTELAND ØSTRE";82.2;2472.7;1019.8;59.5;6.2;16.5
"138071";"4225";229;3;0;"TOFTELAND ØSTRE";34.9;535.5;432.2;18.3;1.7;14.9
"193607";"4226";101;1;0;"NØKLAND";76.6;3235.8;775.3;39.2;0.0;37.4
"193608";"4226";101;2;0;"MIDTGAREN";65.4;2237.1;673.4;34.0;4.8;26.6
"193571";"4226";101;8;0;"SOLBAKKEN";88.8;2184.1;943.5;54.4;0.0;34.4
"197514";"3407";252;20;0;"LIA";74.7;27.8;67.2;41.7;0.0;33.0
"74228";"4226";101;21;0;"KISSVASSOSEN";0.0;7.9;0.0;0.0;0.0;0.0
"170535";"3407";252;21;0;"RINDAL";50.9;4.4;14.5;50.9;0.0;0.0
"193538";"4226";102;5;0;"ROSSEVATN";79.9;5877.7;806.8;57.8;0.0;22.1
"193539";"4226";102;6;0;"VOLLAN";117.8;5736.0;2516.6;73.4;0.0;44.4
"130296";"4226";104;1;0;"RUDLEND";122.3;487.8;135.9;72.1;6.1;44.1
"170523";"3407";250;1;0;"LUNDEN NORDRE";145.3;488.4;2747.7;108.6;0.0;36.7
"152991";"1101";39;1;0;"VESHOVDE";393.8;1067.7;12.0;36.4;0.0;357.4
"177671";"5006";34;1;0;"BRASET";302.7;19.2;272.3;248.6;0.0;54.1
"110616";"5006";34;3;0;"BRASET NEDRE";91.8;4.8;12.5;91.8;0.0;0.0
"177672";"5006";35;1;0;"VAASET ØSTRE";347.4;19.3;238.9;286.7;1.8;58.9
"157326";"1101";39;3;0;"VESHOVDE";687.6;1159.7;18.9;117.3;12.1;558.2
"31825";"1101";39;5;0;"VESHOVDE";77.8;49.7;106.0;0.9;16.8;60.1
"33034";"1101";39;6;0;"VESHOVDE";147.9;375.5;5.5;25.9;4.2;117.8
"153829";"1101";39;16;0;"PROMSTEDDALEN";101.2;957.2;7.8;0.0;12.8;88.4
"31827";"1101";40;1;0;"MJØLHUS";213.0;722.0;154.3;36.7;2.3;174.0
"194444";"1101";40;2;0;"MJØLHUS";315.6;1646.9;152.2;72.5;0.0;243.1
"122946";"1101";40;9;0;"MJØLHUS";8.6;100.3;129.0;2.3;0.0;6.3
"202329";"1101";40;14;0;"KLINGARHAUGEN";1.3;111.2;289.7;0.0;0.0;1.3
"177673";"5006";35;3;0;"VOLDEN";18.4;11.4;25.2;18.4;0.0;0.0
"241863";"1101";40;49;0;;1.5;4.0;0.0;0.8;0.0;0.7
"122839";"1101";41;1;0;"SLETTEID";118.7;910.3;158.1;19.8;0.0;98.9
"202332";"1101";41;20;0;;32.4;20.0;0.1;10.1;1.1;21.2
"136205";"5006";35;5;0;"HALLEM";72.7;5.3;27.9;72.7;0.0;0.0
"122840";"1101";42;2;0;"ØYGREI";380.9;1115.9;225.0;75.0;1.4;304.5
"72235";"1108";32;21;0;"BRÅSTEIN";67.6;9.5;3.6;33.4;0.0;34.2
"118714";"5006";35;6;0;"GRANHEIM";37.6;3.2;5.7;37.3;0.0;0.3
"32677";"1108";32;32;0;"SOLHEIM";64.1;23.6;1.2;23.6;0.0;40.5
"146066";"1108";32;34;0;"SOLBAK";77.3;7.1;3.6;16.8;0.0;60.5
"153840";"1108";32;40;0;"FJELLHEIM";193.1;214.1;0.0;99.8;0.0;93.3
"177674";"5006";36;1;0;"BULUNGSNES";122.8;26.1;52.4;113.5;2.8;6.5
"177675";"5006";37;1;0;"BULUNG NEDRE";174.6;56.8;553.3;174.3;0.0;0.3
"71775";"5006";37;2;0;"RØNNING";37.2;8.3;9.0;37.2;0.0;0.0
"86624";"1108";33;3;0;"MYKLESKOG";12.2;749.4;6986.2;4.5;0.0;7.7
"155789";"1108";33;4;0;"SVØBESTAD";160.1;23.4;15.4;99.4;0.0;60.7
"196386";"1108";33;5;0;"ØDEGAARD";81.3;10.4;1.3;66.1;15.2;0.0
"186362";"1108";33;10;0;"VOLDEN";105.9;14.4;25.2;63.1;0.0;42.8
"193767";"4226";27;14;0;"TENGSBU";0.0;44.9;8.8;0.0;0.0;0.0
"238264";"5037";93;2;0;"JERNBANEN";3.7;30.3;0.2;3.7;0.0;0.0
"196381";"4226";28;1;0;"KÅLEMO";260.1;228.4;800.6;251.7;0.0;8.4
"193770";"4226";31;1;0;"KJELLINGLAND";80.9;391.3;214.3;36.9;0.0;44.0
"123458";"4227";86;2;0;"HAUGLAND YTRE";21.6;252.4;209.6;21.3;0.0;0.3
"82516";"4227";87;1;0;"DUKEN";36.0;492.7;369.4;27.1;0.0;8.9
"84776";"4227";87;2;0;"DUKEN";16.5;248.9;97.6;13.9;0.0;2.6
"84778";"4227";87;3;0;"SØRBØ";28.1;116.1;102.4;28.1;0.0;0.0
"127423";"4227";88;1;0;"JERSTAD NEDRE";26.3;245.1;136.0;16.5;0.0;9.8
"123460";"4227";88;3;0;"JERSTAD NEDRE";41.3;452.6;416.9;37.2;0.0;4.1
"229896";"4227";88;8;0;"JERSTAD NEDRE";24.3;251.6;149.4;18.4;0.6;5.3
"208642";"4227";88;9;0;"JERSTAD NEDRE";22.7;258.6;195.8;13.1;1.4;8.2
"123461";"4227";88;10;0;"JERSTAD NEDRE";29.1;3110.3;320.5;14.1;2.0;13.0
"71040";"4227";89;9;0;"KRÅKHOM";0.0;543.6;22.3;0.0;0.0;0.0
"84784";"4227";90;5;0;"ELVESTRØM";26.4;12.0;145.4;17.7;0.0;8.7
"123463";"4227";90;7;0;"LIEN";15.8;5.4;102.3;15.8;0.0;0.0
"84785";"4227";91;1;0;"STOKKELAND";4.9;523.7;300.0;4.9;0.0;0.0
"224218";"4227";91;5;0;"STOKKELAND";5.6;595.1;297.8;0.0;0.0;5.6
"84786";"4227";91;6;0;"STORAKER";2.9;19.6;42.3;0.0;0.0;2.9
"84787";"4227";92;1;0;"ESPELAND NORDRE";25.3;26.0;156.0;5.6;3.0;16.7
"133496";"4227";92;3;0;"STUMOEN";14.8;3.0;8.5;12.6;0.0;2.2
"84788";"4227";93;1;0;"ESPELAND SØNDRE";52.5;835.1;228.2;32.1;0.0;20.4
"84789";"4227";93;2;0;"ESPELAND SØNDRE";16.7;27.6;110.7;13.9;0.0;2.8
"96191";"4227";93;3;0;"HØIGÅRD";16.9;3.6;14.9;16.9;0.0;0.0
"157492";"4227";94;2;0;"MOI ØVRE";19.1;10.4;77.2;12.9;0.0;6.2
"30361";"4227";94;9;0;"MOI ØVRE";26.2;4.1;91.8;23.0;2.1;1.1
"30513";"4228";19;12;0;"NORDGÅRDEN";17.8;1417.9;214.1;17.8;0.0;0.0
"127432";"4227";113;31;0;"ØIE YTRE";8.2;5.1;0.3;8.2;0.0;0.0
"205428";"4227";113;34;0;"ØIE YTRE";14.6;30.1;93.8;14.6;0.0;0.0
"30495";"4227";113;38;0;"ØIR YTRE";12.4;210.2;116.2;12.4;0.0;0.0
"93475";"4227";113;72;0;"ÅGÅRD";16.2;184.6;109.7;16.2;0.0;0.0
"130053";"4227";113;73;0;"NYLÆNDE";8.8;34.4;40.0;8.8;0.0;0.0
"130054";"4227";113;79;0;"FREDHEIM";4.7;2.0;4.9;4.7;0.0;0.0
"118460";"4227";113;86;0;"KLEVEMONEN";3.7;4.7;17.9;3.7;0.0;0.0
"30499";"4227";113;87;0;"LIA";0.0;1.3;2.8;0.0;0.0;0.0
"205495";"5006";138;1;0;"BRUEM SØNDRE";286.7;140.0;1876.2;276.0;0.0;10.7
"30500";"4227";113;88;0;"NYVOLD";0.5;2.4;0.1;0.2;0.0;0.3
"130055";"4227";113;92;0;"ØIVOLD";7.6;24.5;24.2;7.6;0.0;0.0
"177530";"5006";138;5;0;"Vestheim";219.1;47.7;307.8;217.4;0.0;1.7
"30501";"4227";113;111;0;"SLETTEBØ";5.1;4.7;42.6;5.1;0.0;0.0
"177532";"5006";138;10;0;"SKOGVOLL";2.2;2.5;12.0;2.2;0.0;0.0
"30502";"4227";113;113;0;"SOLBAKKEN";3.0;4.8;4.3;3.0;0.0;0.0
"30504";"4227";113;139;0;"RASMUSHAUEN";1.0;0.4;0.4;0.0;1.0;0.0
"193544";"4227";1;2;0;"MELAND STORE KVINESDAL";35.8;194.3;649.6;23.2;0.0;12.6
"177535";"5006";139;3;0;"LIDARVOLL";11.7;7.2;58.1;11.7;0.0;0.0
"207287";"4227";1;6;0;"MELAND STORE KVINESDAL";23.9;149.8;576.0;11.3;0.0;12.6
"177536";"5006";140;1;0;"FJESET";235.1;255.0;1328.7;217.5;0.0;17.6
"177537";"5006";140;2;0;"ROGNAN";61.9;21.4;113.4;61.9;0.0;0.0
"110638";"4227";2;1;0;"MELAND LILLE KVINESDAL";42.3;259.7;585.8;27.6;7.0;7.7
"193545";"4227";2;4;0;"MELAND LILLE KVINESDAL";8.7;254.2;654.8;8.7;0.0;0.0
"193546";"4227";4;1;0;"LOHNE";13.1;110.6;210.9;11.3;0.0;1.8
"193547";"4227";4;2;0;"LOHNE";11.1;304.1;322.0;7.1;2.1;1.9
"239735";"4227";4;4;0;"LOHNE";10.5;244.4;470.0;9.1;0.5;0.9
"177538";"5006";141;1;0;"BAKKEN";69.9;16.4;82.9;69.8;0.0;0.1
"141368";"4227";4;11;0;"LOHNE";0.0;1490.7;170.4;0.0;0.0;0.0
"177539";"5006";141;2;0;"BAKKEN";92.8;30.1;78.7;90.4;0.0;2.4
"177540";"5006";142;1;0;"AARHOLT NEDRE";396.1;28.2;185.4;385.0;0.0;11.1
"193551";"4227";5;15;0;"FRØITLAND";18.0;494.6;333.5;9.2;0.0;8.8
"193552";"4227";5;16;0;"KLEPPA";22.0;629.8;281.8;19.6;1.8;0.6
"177541";"5006";142;3;0;"AARSAND";159.3;65.7;61.1;159.3;0.0;0.0
"118477";"4227";6;1;0;"RAUSTAD";12.7;45.5;90.1;9.4;0.4;2.9
"177542";"5006";142;4;0;"AARSET";130.2;31.7;2.0;130.2;0.0;0.0
"177543";"5006";142;5;0;"AAS";108.3;7.2;48.1;108.3;0.0;0.0
"30354";"4227";125;3;0;"KLEVEN";32.5;1053.4;997.7;11.9;6.7;13.9
"196635";"4227";125;4;0;"KLEVEN";37.5;686.9;292.8;20.3;1.6;15.6
"177544";"5006";143;2;0;"AARHOLT ØVRE";256.0;57.6;355.5;255.6;0.0;0.4
"177545";"5006";143;3;0;"AUNAASEN";117.6;24.3;98.6;117.6;0.0;0.0
"96910";"4227";126;3;0;"VÅSKELAND";3.3;469.3;202.3;0.0;0.3;3.0
"186363";"1108";33;12;0;"HELGELAND";195.6;40.5;58.9;187.5;0.0;8.1
"109640";"1108";33;13;0;"BUGGELAND";0.0;16.7;0.0;0.0;0.0;0.0
"177546";"5006";143;4;0;"LYNGAAS";141.3;62.6;37.5;141.3;0.0;0.0
"156398";"1108";33;14;0;"MYRLAND";62.9;7.5;4.6;62.9;0.0;0.0
"79934";"1108";33;15;0;"BRATTEBØ";0.0;31.4;0.0;0.0;0.0;0.0
"32683";"1108";33;16;0;"SOMMERLYST";0.0;0.2;8.1;0.0;0.0;0.0
"109641";"1108";33;20;0;"HEIMDAL";33.8;12.0;0.0;33.8;0.0;0.0
"32665";"1108";33;25;0;"BEKKEDAL";0.0;10.7;0.0;0.0;0.0;0.0
"177547";"5006";144;1;0;"BRANDSEGG NORDRE";310.0;274.0;536.7;310.0;0.0;0.0
"177548";"5006";144;2;0;"BRANDSEGG NORDRE";244.4;143.6;533.2;244.3;0.0;0.1
"177549";"5006";144;4;0;"BRANDSÆGG HAUGEN";31.3;11.3;13.3;30.4;0.0;0.9
"219955";"1108";33;28;0;;39.0;4.7;0.5;39.0;0.0;0.0
"32666";"1108";33;34;0;"GRØNLI";1.6;5.6;0.0;1.6;0.0;0.0
"177550";"5006";144;9;0;"AUGELBAKKEN";86.6;11.4;108.3;78.2;0.0;8.4
"177551";"5006";145;1;0;"BRANDSEGG SØNDRE";330.9;426.2;1023.1;330.9;0.0;0.0
"177515";"5006";145;2;0;"BRANDSEGG SØNDRE";314.9;1034.6;1675.6;314.9;0.0;0.0
"224493";"3435";22;181;0;"SOLEM";1.3;0.1;0.0;1.3;0.0;0.0
"224505";"3437";201;41;0;"SOLHJEM VEGSTASJON";12.1;17.9;0.0;11.2;0.0;0.9
"224514";"3441";105;21;0;"MYRVOLD";2.8;2.3;0.5;2.8;0.0;0.0
"224524";"1834";7;22;0;"LYNGMO";20.3;363.2;0.0;1.5;0.0;18.8
"177516";"5006";146;1;0;"KOLAAS";164.8;715.5;2195.7;164.8;0.0;0.0
"32735";"1108";69;261;0;"HOLSMYR";0.0;0.9;0.0;0.0;0.0;0.0
"32736";"1108";69;359;0;"MYRENGA";0.0;0.5;0.0;0.0;0.0;0.0
"103808";"1108";69;1222;0;"LURE";0.0;0.5;0.0;0.0;0.0;0.0
"139049";"4225";165;1;0;"ÅRNES";87.0;55.6;146.6;72.2;0.0;14.8
"30189";"4225";165;5;0;"ÅRNES";78.8;60.7;108.3;69.8;0.0;9.0
"30190";"4225";165;39;0;"RENNESTRAUM";0.3;2.7;0.0;0.3;0.0;0.0
"228964";"3447";85;28;0;"FOSSHAUG";3.8;1.7;1.7;3.8;0.0;0.0
"228965";"4213";31;50;0;;0.9;0.0;0.0;0.9;0.0;0.0
"30191";"4225";166;1;0;"BERGSAKER";46.1;18.7;114.2;46.1;0.0;0.0
"30192";"4225";166;2;0;"BERGSAKER";16.1;38.1;89.2;16.1;0.0;0.0
"103611";"4225";166;5;0;"BERGSAKER";0.0;12.2;48.3;0.0;0.0;0.0
"229152";"1804";226;30;0;"SLETTBAKK";0.9;0.9;0.0;0.9;0.0;0.0
"88191";"4225";166;6;0;"BERGSAKER";0.0;3.2;51.2;0.0;0.0;0.0
"30193";"4225";166;9;0;"BERGSAKER";0.0;0.4;0.0;0.0;0.0;0.0
"201798";"4225";166;10;0;"NYLUND";4.1;7.2;10.7;4.1;0.0;0.0
"201799";"4225";166;11;0;"BERGSAKER";36.0;7.7;0.0;36.0;0.0;0.0
"127114";"4225";166;16;0;"BERGSAKER";6.3;52.5;192.3;6.3;0.0;0.0
"30194";"4225";166;18;0;"BERGSAKER";42.7;53.7;191.6;42.7;0.0;0.0
"169498";"3436";250;1;0;"DALEN NORDRE";105.9;301.4;312.1;102.6;0.0;3.3
"30195";"4225";166;108;0;"TOMT 8 VEG C";0.0;1.0;0.0;0.0;0.0;0.0
"198932";"4227";189;7;0;"RUPENES";30.8;29.8;178.4;30.8;0.0;0.0
"196629";"4227";189;8;0;"FOSSELI";52.8;103.4;102.4;32.1;0.0;20.7
"97875";"4227";189;9;0;"SMISNES";58.4;158.8;60.8;58.4;0.0;0.0
"86445";"4227";189;11;0;"TUNHEIM";14.3;103.1;119.1;14.3;0.0;0.0
"206802";"4227";190;1;0;"RISNES";209.0;3404.3;680.7;194.5;0.0;14.5
"86447";"4227";190;3;0;"NEDREGÅRD";15.4;643.7;123.3;15.4;0.0;0.0
"198933";"4227";190;7;0;"RISNES";135.1;11836.9;1134.5;119.7;3.0;12.4
"82499";"4227";190;9;0;"NYVOLD";55.0;679.2;115.1;42.4;0.0;12.6
"30632";"4227";190;13;0;"LITLEPLASS";0.0;4.0;22.2;0.0;0.0;0.0
"156905";"4227";191;1;0;"KNABEN";32.9;0.0;0.0;25.8;0.0;7.1
"86452";"4227";191;2;0;"KNABEN";61.0;0.0;0.0;49.8;0.0;11.2
"86453";"4227";191;4;0;"KNABEN";46.7;0.0;0.0;28.6;0.0;18.1
"86458";"4227";191;6;0;"KNABEN";37.9;203.3;0.0;28.7;0.0;9.2
"82501";"4227";191;7;0;"KNABEN";91.4;0.0;0.0;85.9;0.0;5.5
"103528";"4227";191;17;0;"KNABEN";0.1;0.9;0.0;0.0;0.0;0.1
"86462";"4227";192;1;0;"HÅLAND";51.7;10755.2;1027.4;29.5;0.0;22.2
"86466";"4227";193;4;0;"FØRLANDSÅS";23.2;0.0;74.3;10.7;4.2;8.3
"231445";"4227";196;3;0;"RØILAND";43.8;3197.1;110.6;19.7;0.0;24.1
"12563";"3436";250;2;0;"DALEN SØNDRE";178.9;483.4;291.7;174.4;0.0;4.5
"30547";"4227";129;19;0;"NYLUND";2.7;0.1;3.0;2.7;0.0;0.0
"82547";"4227";129;32;0;"SOLHEIM";0.0;35.3;55.5;0.0;0.0;0.0
"30548";"4227";129;33;0;"TVEIDEN";0.0;3.1;0.0;0.0;0.0;0.0
"30549";"4227";129;40;0;"LUNNEVOLD";0.0;0.0;9.5;0.0;0.0;0.0
"132005";"4227";129;41;0;"FIDJAN";17.6;6.2;0.0;17.6;0.0;0.0
"169491";"3436";247;9;0;"LYNSTAD";127.3;258.3;34.4;107.2;0.5;19.6
"30552";"4227";129;52;0;"SOLBAKKEN";4.7;0.1;41.6;0.0;0.0;4.7
"30553";"4227";129;74;0;"PERSTYKKET";0.0;11.0;27.4;0.0;0.0;0.0
"30356";"4227";130;2;0;"GULLESTAD";9.5;44.6;309.5;9.1;0.0;0.4
"30357";"4227";130;7;0;"ELVESTRØM";15.2;79.5;358.4;13.5;0.0;1.7
"110873";"4227";130;8;0;"GULLESTAD";7.9;62.7;303.4;7.9;0.0;0.0
"11863";"3436";247;11;0;"STORMYREN";26.0;12.4;46.0;26.0;0.0;0.0
"30554";"4227";130;22;0;"SOLHEIM";15.2;106.6;345.8;15.2;0.0;0.0
"240597";"4228";3;58;0;"DEG HOVEDDAM";15.1;112.4;0.0;0.0;0.0;15.1
"30669";"4228";5;3;0;"KVÆVEN";24.9;3828.2;12.1;18.0;0.0;6.9
"169492";"3436";247;12;0;"GUDBRANDSTUEN";53.1;4.9;71.9;22.2;4.6;26.3
"157958";"3436";247;14;0;"BARRUSTEN MITRE";40.7;23.7;203.5;28.0;0.0;12.7
"240598";"4228";5;22;0;;1.3;13.4;0.0;1.3;0.0;0.0
"137428";"4228";6;1;0;"HAUGEN";43.3;0.0;0.0;37.4;5.1;0.8
"30670";"4228";6;4;0;"HØNEVOLL";23.5;2676.2;0.0;23.5;0.0;0.0
"95871";"4228";6;5;0;"HAUGEN HOVLAND";54.0;1046.3;0.0;49.5;0.0;4.5
