orgnr;komnr;bygg_for_kg;bygg_sakorn_kg;erter_for_kg;erter_sakorn_kg;havre_for_kg;havre_sakorn_kg;hvete_for_kg;hvete_mat_kg;hvete_sakorn_kg;oljefro_kg;oljefro_sakorn_kg;rug_for_kg;rug_mat_kg;rug_sakorn_kg;rughvete_for_kg;rughvete_sakorn_kg
915545904;3903;0;0;0;0;0;0;29979;56879;0;0;0;0;0;0;0;0
915559794;3016;0;0;0;0;34771;0;30358;0;0;0;0;0;0;0;0;0
915588786;3048;15209;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
915613713;3418;0;12600;0;0;0;0;0;0;0;0;0;0;0;0;0;0
915618936;5034;8994;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
915634125;3412;97135;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
915639402;5031;39826;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
915658156;3413;205392;0;0;0;0;0;34701;0;0;0;0;0;0;0;0;0
915664474;3334;13761;0;0;0;27762;0;0;0;0;0;0;0;0;0;0;0
915683428;5029;14681;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
915686753;3014;14494;0;0;0;17055;0;0;0;0;0;0;0;0;0;0;0
915693113;5031;62938;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
915713424;4206;7014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
915723705;3802;0;0;0;0;25319;0;0;0;0;0;0;0;0;0;0;0
915734340;3413;0;0;0;0;0;0;9643;0;0;0;0;0;0;0;0;0
915743935;3407;20368;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
915766951;3803;0;0;0;0;0;0;26497;31877;0;26931;0;0;0;0;0;0
915766951;3905;0;0;0;0;0;0;26930;49449;0;0;0;0;0;0;0;0
915773710;3452;2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
915775802;3443;49761;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
915779190;1124;0;0;0;0;0;0;20615;0;0;0;0;0;0;0;0;0
915790577;3049;15320;0;0;0;14974;0;0;0;0;0;0;0;0;0;0;0
915792081;3005;14972;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
915814409;3805;0;0;0;0;16791;0;0;0;0;0;0;0;0;0;0;0
915849431;3033;0;0;0;0;90282;0;0;0;0;0;0;0;0;0;0;0
915861911;3013;33778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
915863930;3014;16834;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
915869025;3802;0;0;0;0;107902;0;0;0;0;0;0;0;0;0;0;0
915885195;1108;0;0;0;0;15795;0;0;0;0;0;0;0;0;0;0;0
915886728;3816;23112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
915893422;3047;1509;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
915893538;5001;94151;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
915896499;3418;57815;0;0;0;4341;0;0;0;0;0;0;0;0;0;0;0
915903355;5038;96228;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
915921302;3034;55129;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
915966047;3026;56103;0;0;0;44643;0;86159;0;0;0;0;0;0;0;0;0
915967388;5041;38436;0;0;0;34573;0;0;0;0;0;0;0;0;0;0;0
915981054;3417;3756;118116;0;0;0;0;0;0;134816;0;0;0;0;0;0;0
915993079;3002;0;0;0;0;0;0;28465;0;0;10308;0;0;0;0;0;0
915996779;5028;93805;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
915997767;3805;38071;0;0;0;13565;0;21049;0;0;0;0;0;0;0;0;0
915999816;3418;92609;1800;0;0;35340;4500;0;0;0;0;0;0;0;0;0;0
916003919;3817;6587;0;0;0;50234;0;0;0;0;0;0;0;0;0;0;0
916004443;3014;0;0;0;0;0;0;68901;101336;0;0;0;0;0;0;0;0
916005369;3418;42604;3600;0;0;120020;5400;0;0;1800;0;0;0;0;0;0;0
916017774;3014;63776;0;0;0;0;0;9788;52250;0;0;0;0;0;0;0;0
916086407;3802;0;0;0;0;0;0;20404;49990;0;0;0;0;0;0;0;0
916096763;5032;46837;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
916103581;5057;16622;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
916158777;3120;20984;0;0;0;0;0;19119;0;0;0;0;0;0;0;0;0
916158777;3016;177238;0;0;0;0;0;72216;57992;0;49019;0;0;0;0;0;0
916166036;3411;0;0;0;0;0;0;18097;0;0;0;0;0;0;0;0;0
916199198;5037;11416;0;0;0;29483;0;63670;0;0;0;0;0;0;0;0;0
916202849;1539;81777;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
916222548;3020;13971;0;0;0;39336;0;0;0;0;0;0;0;0;0;0;0
916222548;3207;47392;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
916223862;3909;0;0;0;0;0;0;0;68397;0;0;0;0;0;0;0;0
916223862;3805;0;0;0;0;81304;0;2250;4480;0;50618;0;158148;123604;0;35287;0
916250487;5006;13457;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
916265786;5032;114919;0;0;0;24339;0;0;0;0;0;0;0;0;0;0;0
916297165;3014;53443;0;0;0;0;0;19323;0;0;5700;0;0;0;0;0;0
916301251;5028;0;0;0;0;64021;0;0;0;0;0;0;0;0;0;0;0
916304285;3028;5999;0;0;0;0;0;16638;30654;0;0;0;0;0;0;0;0
916306121;5038;82297;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
916312377;3418;37913;0;0;0;24398;0;0;0;0;0;0;0;0;0;0;0
916313217;3442;0;0;0;0;6172;0;0;0;0;0;0;0;0;0;0;0
916320175;5007;58495;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
916329717;3002;0;46365;0;47954;0;0;0;0;329084;0;0;0;0;0;0;0
916329717;3803;0;48178;0;0;0;0;0;0;0;0;0;0;0;0;0;0
916329717;3017;0;0;0;0;0;120062;0;0;64513;0;0;0;0;0;0;0
916329717;3036;0;0;0;0;0;104157;0;0;0;0;0;0;0;0;0;0
916329717;3004;0;104020;0;0;0;127737;0;0;463448;0;0;0;0;0;0;0
916329717;3007;0;0;0;0;0;0;0;0;110879;0;0;0;0;0;0;0
916329717;3105;8883;0;8214;0;73157;0;4461;0;0;0;0;0;0;0;0;0
916329717;3003;0;0;0;0;131743;57621;19969;0;115730;0;0;0;0;0;0;0
916329717;3446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
916329717;3802;0;0;0;0;0;75275;0;0;71523;0;0;0;0;0;0;0
916329717;3804;0;0;0;57809;0;0;0;0;141077;0;0;0;0;0;0;0
916329717;3005;0;41640;0;0;0;0;0;0;43186;0;0;0;0;0;0;0
916329717;3016;0;0;0;0;0;0;0;0;142697;0;0;0;0;0;0;0
916329717;3030;0;0;0;0;0;272675;0;0;0;0;0;0;0;0;0;0
916329717;3034;0;142996;0;0;0;580649;0;0;0;0;0;0;0;0;0;0
916329717;3013;0;27460;0;43256;0;41499;0;0;106830;0;0;0;0;0;0;0
916329717;3014;0;0;0;0;0;0;0;0;50717;0;0;0;0;0;0;0
916329717;3033;0;486548;0;0;0;101672;0;0;61538;0;0;0;0;0;0;0
916329881;3039;6434;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
916329881;3320;18410;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
916332114;3034;31704;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
916365799;5045;4458;0;0;0;2219;0;0;0;0;0;0;0;0;0;0;0
916369433;3418;80675;7200;0;0;67238;0;0;0;0;0;0;0;0;0;0;0
916371950;3446;0;0;0;0;9623;0;0;0;0;0;0;0;0;0;0;0
916378823;3411;0;0;0;0;0;41846;0;0;0;0;0;0;0;0;0;0
916381506;5053;204690;0;0;0;0;0;143939;0;0;0;0;0;0;0;0;0
916381735;3006;0;0;0;0;23155;0;0;0;0;0;0;0;0;0;0;0
916459769;3443;139473;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
916459998;3443;37685;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
916460430;5053;51425;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
916462727;5038;171184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
916463103;5001;13214;0;0;0;12601;0;0;0;0;0;0;0;0;0;0;0
916463499;5053;80130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
916469853;3411;169932;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
916470703;3909;56156;0;0;0;149420;0;21003;0;0;0;0;0;0;0;0;0
916470703;3805;46345;0;0;0;66073;0;0;0;0;0;0;0;15512;0;0;0
916479484;3118;0;0;0;0;18220;0;0;0;0;0;0;0;0;0;0;0
916479484;3014;15832;0;0;0;0;0;10712;0;0;0;0;0;0;0;0;0
916479557;5035;30556;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
916482035;3802;29617;0;0;0;0;0;30042;0;0;0;0;0;0;0;0;0
916485808;3816;54901;0;0;0;22183;0;0;0;0;0;0;0;0;0;0;0
916486618;5038;137642;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
916488041;3418;2734;2400;0;0;40454;0;0;0;0;0;0;0;0;0;0;0
916499728;3013;29831;0;0;0;7426;0;0;0;0;0;0;0;0;0;0;0
916500092;1119;27505;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
916500467;5046;154153;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
916500661;5001;51137;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
916506694;5035;90660;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
916507798;5037;43893;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
916510500;5053;120947;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
916513186;3013;82339;0;0;0;0;0;8513;106057;0;0;0;0;0;0;0;0
916517262;5035;31116;0;0;0;147768;0;0;0;0;0;0;0;0;0;0;0
916521014;3036;57411;0;0;0;59127;0;0;0;0;0;0;0;0;0;0;0
916521014;3238;0;0;0;0;18435;0;0;0;0;0;0;0;0;0;0;0
916521111;3411;92888;0;0;0;0;0;86541;0;0;0;0;0;0;0;0;0
916521731;5035;55874;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
916521960;3047;0;0;0;0;3594;0;0;0;0;0;0;0;0;0;0;0
916521960;3316;8879;0;0;0;28787;0;0;0;0;0;0;0;0;0;0;0
916521979;3411;1919;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
916522169;3420;2668;0;0;0;5281;0;0;0;0;0;0;0;0;0;0;0
916526830;4202;0;0;0;0;0;0;66729;0;0;0;0;0;0;0;0;0
916527020;3033;0;0;0;0;87997;0;0;0;0;0;0;0;0;0;0;0
916527799;3026;34291;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
916531052;3411;0;0;0;0;107166;0;0;0;0;0;0;0;0;0;0;0
916534094;1120;161642;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
916540493;3014;85010;0;0;0;0;0;73338;0;0;0;0;0;0;0;81605;0
916540590;3047;74459;0;0;0;57546;0;0;0;0;0;0;0;0;0;0;0
916545339;3803;0;0;0;0;0;0;19607;33229;0;0;0;0;0;0;0;0
916551479;5001;68909;0;0;0;51638;0;47026;0;0;0;0;0;0;0;0;0
916557019;3816;0;0;0;0;12740;0;4643;0;0;0;0;0;0;0;0;0
916558597;3336;0;0;0;0;19658;0;0;0;0;0;0;0;0;0;0;0
916558597;3051;10995;0;0;0;59256;0;0;0;0;0;0;0;0;0;0;0
916559798;3047;0;0;0;0;41397;0;0;0;0;0;0;0;0;0;24617;0
916570368;3004;0;0;0;0;40033;0;0;0;0;0;0;0;0;0;0;0
916577869;3001;0;0;7221;0;0;0;0;0;0;0;0;21728;0;0;0;0
916577869;3101;0;0;0;0;44679;0;0;0;0;0;0;0;0;0;0;0
916577907;5001;54266;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
916585039;5053;118408;0;0;0;37921;0;0;321322;0;0;0;0;0;0;0;0
916589476;3124;63228;0;0;0;80964;0;0;57746;0;0;0;0;0;0;0;0
916589751;3803;32801;0;0;0;0;0;0;0;49494;0;0;0;0;0;0;0
916589751;3905;0;0;0;0;0;0;5346;0;0;0;0;0;0;0;0;0
916591098;3014;0;0;0;0;18827;0;0;27854;0;0;0;0;0;0;0;0
916595662;3817;32985;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
916606044;3001;26024;0;0;0;12847;0;25143;0;0;0;0;0;0;0;0;0
916609248;3007;13174;0;25126;0;0;0;0;23963;0;25087;0;0;0;0;0;0
916609248;3305;0;0;0;0;0;0;22659;0;0;0;0;0;0;0;0;0
916615531;3804;9849;0;0;0;40096;0;0;0;0;0;0;32936;0;0;0;0
916615531;3907;0;0;0;0;0;0;11842;0;0;0;0;0;0;0;0;0
916625014;3021;26665;3633;0;0;0;0;3209;0;112850;50817;0;0;0;0;0;0
916626614;3025;92716;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
916629141;3807;7114;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
916645651;3001;150734;0;0;0;0;0;19995;30460;0;18251;0;0;0;0;0;0
916646046;3054;28687;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
916652046;3030;30030;0;0;0;35466;0;0;0;0;0;0;0;0;0;0;0
916654014;5036;12580;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
916666888;5037;104019;0;0;0;88292;0;0;0;0;0;0;0;0;0;0;0
916671393;3417;97454;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
916671520;3036;17609;0;12611;0;0;0;0;0;0;0;0;0;0;0;0;0
916671520;3238;0;0;0;0;71506;0;43549;0;0;0;0;0;0;0;0;0
916673051;3411;80706;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
916676557;5001;67312;0;0;0;16936;0;0;0;0;0;0;0;0;0;0;0
916681089;3017;0;0;0;0;11214;0;0;0;0;0;0;0;0;0;0;0
916693729;3033;0;130069;0;0;0;78356;0;0;0;0;0;0;0;0;0;0
916701454;3418;97267;0;0;0;41215;0;0;0;0;0;0;0;0;0;0;0
916703651;3805;0;0;0;0;7572;0;0;0;0;0;0;18627;8279;0;0;0
916711026;3418;92502;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
916738013;5037;10623;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
916741790;3422;35016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
916743211;5029;56084;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
916746830;5057;19261;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
916747756;3014;90918;0;0;0;10647;0;86830;153451;0;0;0;0;0;0;0;0
916755872;5001;0;0;0;0;80373;0;0;0;0;0;0;0;0;0;0;0
916764227;3001;0;0;23325;0;0;0;0;0;0;2263;0;23805;0;0;0;0
916780044;3019;0;0;0;0;11068;0;0;0;0;0;0;0;0;0;0;0
916786395;3805;0;0;28099;0;28478;0;0;0;0;0;0;17891;0;0;0;0
916801475;3013;34093;0;0;0;14683;0;4872;14457;0;0;0;0;0;0;0;0
916805276;3417;190374;0;0;0;121078;0;0;0;0;0;0;0;0;0;0;0
916807279;3014;0;0;0;0;17456;0;0;0;0;0;0;0;0;0;21754;0
916815360;3411;1885;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
916821069;3030;0;0;0;0;5477;0;4687;0;0;0;0;0;0;0;0;0
916823541;3411;72418;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
916866593;3403;73031;0;11600;0;0;0;19048;0;0;0;0;0;0;0;0;0
916867344;3014;18354;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
916883919;3805;0;0;0;0;0;0;0;20181;0;0;0;0;0;0;0;0
916887728;3205;39081;0;0;0;56117;0;0;0;0;0;0;0;0;0;0;0
916888651;3017;0;0;0;0;23890;0;15460;77033;0;0;0;0;0;0;0;0
916896751;3120;91603;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
916905564;3047;47398;0;0;0;36539;0;0;0;0;0;0;0;0;0;0;0
916906560;3007;25910;0;0;0;0;0;4568;0;0;0;0;0;0;0;0;0
916913885;3004;0;0;0;0;17622;0;0;0;0;0;0;0;0;0;0;0
916929293;3002;0;0;34166;0;0;0;0;0;0;0;0;0;0;0;0;0
916929544;1506;47867;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
916930917;3805;0;0;0;0;1274;0;0;2856;0;0;0;0;0;0;0;0
916948506;3025;0;0;0;0;0;0;10890;0;0;0;0;0;0;0;0;0
916965710;5001;80774;0;55658;0;0;0;0;0;0;0;0;0;0;0;0;0
916968604;3019;0;0;0;0;29020;0;0;0;0;0;0;0;0;0;0;0
916978138;3228;0;0;0;0;18801;0;0;0;0;0;0;0;0;0;0;0
916978138;3034;55878;0;0;0;43222;0;0;0;0;0;0;0;0;0;0;0
916986564;3416;25803;0;0;0;10595;0;0;0;0;0;0;0;0;0;0;0
916988281;3019;0;0;0;0;37486;0;0;0;0;0;0;0;0;0;0;0
917035776;3014;10171;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
917036411;5053;5299;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
917070458;3038;9981;0;0;0;0;0;11927;0;0;0;0;0;0;0;0;0
917077010;1108;0;0;0;0;14720;0;0;0;0;0;0;0;0;0;0;0
917121850;5001;39689;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
917123675;3417;21601;0;0;0;2927;0;0;0;0;0;0;0;0;0;0;0
917131716;3014;0;0;0;0;20645;0;0;0;0;0;0;0;0;0;0;0
917131864;3034;31742;0;0;0;0;0;52892;137673;0;0;0;0;0;0;0;0
917140499;5028;71745;0;0;0;40951;0;11273;56511;0;0;0;0;0;0;0;0
917186545;3442;13707;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
917194513;3101;19258;0;0;0;0;0;27548;0;0;0;0;0;0;0;0;0
917194513;3001;0;0;24071;0;0;0;0;13009;0;0;0;0;0;0;0;0
917195455;5057;95587;0;0;0;8814;0;0;0;0;5330;0;0;0;0;0;0
917199426;3405;12479;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
917199760;5053;30540;0;0;0;17979;0;0;0;0;0;0;0;0;0;0;0
917206120;3014;0;0;0;0;38467;0;26031;82457;0;0;0;69225;0;0;0;0
917214476;3025;0;0;0;0;0;0;24163;0;0;0;0;0;0;0;0;0
917214948;3416;0;0;0;0;8254;0;0;0;0;0;0;0;0;0;0;0
917248672;5037;95870;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
917268827;5028;10026;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
917278628;3026;0;0;0;0;176073;0;0;0;0;0;0;0;0;0;0;0
917282153;3418;226229;7500;0;0;105235;6000;37501;0;6000;0;0;0;0;0;0;0
917301255;3411;35118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
917311870;3447;0;0;0;0;10485;0;7400;0;0;0;0;4422;0;0;0;0
917322880;3034;0;0;0;0;127102;0;0;0;0;0;0;0;0;0;0;0
917324026;3411;14245;0;19554;0;58044;0;0;0;0;0;0;0;0;0;0;0
917332320;5028;0;0;0;0;53157;0;0;0;0;0;0;0;0;0;0;0
917332746;3034;34045;0;28339;0;4449;0;68468;0;0;0;0;0;0;0;0;0
917337195;3807;0;0;0;0;0;0;0;19606;0;0;0;0;0;0;0;0
917342768;3805;10563;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
917349762;5031;15949;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
917398631;3048;19406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
917402167;3026;0;0;0;0;16598;0;0;0;0;0;0;0;0;0;0;0
917418284;3411;142726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
917422893;5006;33289;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
917432244;3403;92827;0;0;0;13769;0;0;0;0;0;0;0;0;0;0;0
917451532;5038;37560;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
917467579;3811;0;0;0;0;0;0;0;0;0;20727;0;0;0;0;0;0
917469199;3413;78602;0;0;0;0;0;56171;0;0;0;0;0;0;0;0;0
917477493;3048;0;0;22792;0;7643;0;0;0;0;0;0;0;0;0;0;0
917484333;1127;9602;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
917488517;3230;0;0;0;0;16032;0;0;0;0;0;0;0;0;0;0;0
917505411;3001;0;0;0;0;18837;0;0;0;0;0;0;0;0;0;0;0
917546436;3038;0;0;0;0;0;0;33648;0;0;0;0;0;0;0;0;0
917589860;3047;0;0;0;0;0;0;3142;0;0;0;0;0;0;0;0;0
917596387;1120;24667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
917614431;3802;30730;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
917618739;3001;10051;0;0;0;0;0;0;0;0;0;0;45606;0;0;0;0
917622892;3807;6610;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
917660743;3804;3076;0;0;0;50900;0;61706;0;0;0;0;0;0;0;0;0
917668426;3016;0;0;7520;0;0;0;0;0;0;0;0;0;0;0;0;0
917674418;3804;0;0;0;0;0;0;7882;37763;0;0;0;0;0;0;0;0
917756511;3418;20294;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
917764263;5029;24027;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
917772711;5038;28278;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
917800863;3018;57943;0;0;0;45477;0;42464;0;0;8312;0;0;0;0;5101;0
917801134;5001;31142;0;0;0;0;0;3012;0;0;0;0;0;0;0;0;0
917839638;5038;86147;0;0;0;0;0;49561;0;0;0;0;0;0;0;0;0
917875308;3007;20408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
917876231;1119;40142;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
917894167;3446;32632;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
917907366;3033;42169;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
917908567;3016;35110;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
917910448;1103;24493;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
917915806;3014;12448;0;0;0;40866;0;18937;0;0;0;0;0;0;0;0;0
917925933;5037;22073;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
917979405;3120;14256;0;0;0;20472;0;1773;14118;0;0;0;0;0;0;0;0
917979405;3016;20770;0;0;0;0;0;0;0;0;8868;0;0;0;0;0;0
918005005;3015;0;0;0;0;29049;0;0;0;0;0;0;0;0;0;0;0
918019421;5028;28356;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
918041117;5053;112268;0;0;0;0;0;726;23140;0;0;0;0;0;0;0;0
918046577;3028;0;0;0;0;53338;0;0;0;0;0;0;0;0;0;0;0
918052542;3401;32632;0;0;0;28005;0;0;0;0;0;0;0;0;0;0;0
918054057;3804;2052;0;0;0;0;0;30421;0;0;3949;0;0;0;0;0;0
918060049;3013;85291;0;0;0;0;0;47186;104776;0;0;0;0;0;0;32767;0
918060049;3122;0;0;0;0;28953;0;0;0;0;0;0;0;0;0;0;0
918060316;3101;216;0;0;0;0;0;0;78791;0;0;0;0;0;0;0;0
918060316;3001;0;0;0;0;66547;0;0;14789;0;0;0;0;0;0;0;0
918062963;1124;0;0;0;0;26940;0;0;0;0;0;0;0;0;0;0;0
918085998;3017;18167;0;3533;0;15994;0;13044;28440;0;0;0;0;0;0;0;0
918085998;3112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
918087699;3413;0;12800;0;0;0;0;0;0;0;0;0;0;0;0;0;0
918087699;3403;23666;0;0;0;0;0;153077;0;0;0;0;0;0;0;0;0
918094105;3209;25466;0;0;0;36941;0;0;0;0;0;0;0;0;0;0;0
918094105;3033;35870;0;0;0;33009;0;0;0;0;0;0;0;0;0;0;0
918108467;3403;40351;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
918114327;3053;0;0;0;0;0;0;5749;0;0;0;0;0;0;0;0;0
918147233;3802;0;0;0;0;12469;0;0;0;0;0;0;0;0;0;0;0
918149090;5038;50920;0;0;0;45618;0;0;0;0;0;0;0;0;0;0;0
918159630;3403;145613;0;0;0;56790;0;83105;0;0;0;0;0;0;0;0;0
918172491;5037;0;53772;0;0;0;0;0;0;0;0;0;0;0;0;0;0
918193677;3411;136321;0;0;0;0;0;141874;0;0;0;0;9086;0;0;0;0
918193987;3033;12658;0;0;0;23900;0;0;0;0;0;0;0;0;0;0;0
918193987;3209;8258;0;0;0;61936;0;0;0;0;0;0;0;0;0;0;0
918264426;5006;124675;0;0;0;0;0;45736;0;0;0;0;0;0;0;0;0
918265783;3411;188508;0;0;0;0;0;40369;0;0;0;0;0;0;0;0;0
918276483;3205;0;0;0;0;18501;0;0;0;0;0;0;0;0;0;0;0
918276483;3030;0;0;0;0;20192;0;0;0;0;0;0;0;0;0;0;0
918284419;301;0;0;0;0;23049;0;0;0;0;0;0;0;0;0;0;0
918285954;3905;140481;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
918285954;3803;0;0;0;0;0;0;0;102298;0;17918;0;0;0;0;0;0
918299688;3446;44380;0;0;0;12580;0;0;0;0;0;0;0;0;0;0;0
918310878;3116;25086;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
918310878;3015;34625;0;0;0;0;0;20428;63073;0;0;0;0;0;0;0;0
918312145;5001;12256;0;0;0;38736;0;0;0;0;0;0;0;0;0;0;0
918312447;3414;0;0;0;0;207610;0;0;0;0;0;0;0;0;0;0;0
918319425;5053;23575;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
918319654;3803;0;0;0;0;69174;0;0;0;0;3009;0;0;0;0;0;0
918322175;3030;0;0;2634;0;3618;0;22043;0;0;0;0;0;0;0;0;0
918323996;5047;101524;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
918325697;5028;125282;0;0;0;95121;0;99731;0;0;0;0;0;0;0;0;0
918327282;5036;34392;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
918333010;3034;0;0;0;0;61282;0;0;0;0;0;0;0;0;0;0;0
918335692;3048;15159;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
918341110;3020;9098;0;0;0;0;0;0;25317;0;0;0;0;0;0;0;0
918345884;3001;0;0;0;0;17606;0;0;0;0;0;0;9680;0;0;0;0
918346546;3007;28321;0;0;0;62320;0;0;0;0;0;0;0;0;0;0;0
918348093;3443;9048;0;0;0;4070;0;0;0;0;0;0;0;0;0;0;0
918351744;3808;0;0;0;0;39858;0;1260;0;0;0;0;0;0;0;0;0
918351752;5035;61862;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
918352937;3218;9987;0;0;0;35029;0;0;0;0;0;0;0;0;0;0;0
918353089;3438;11481;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
918353968;3047;0;0;0;0;33910;0;0;0;0;0;0;0;0;0;0;0
918355529;3047;18753;0;0;0;0;0;16892;0;0;0;0;0;0;0;0;0
918357424;5006;62630;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
918357718;5053;0;0;0;0;0;0;0;2150;0;0;0;0;0;0;0;0
918358714;3446;3986;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
918364811;3422;0;0;0;0;15253;0;0;0;0;0;0;0;0;0;0;0
918365265;3033;7714;0;0;0;22943;0;0;0;0;0;0;0;0;0;0;0
918365885;5031;72700;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
918372180;3001;24813;0;0;0;35807;0;0;0;0;0;0;0;0;0;0;0
918379320;3026;3886;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
