orgnr;komnr;hvete_mat;hvete_for;hvete_sakorn;rug_mat;rug_for;rug_sakorn;bygg;bygg_sakorn;havre;havre_sakorn;rughvete;rughvete_sakorn;erter;erter_sakorn;oljefro;oljefro_sakorn
869870862;3203;0;45398;0;0;0;0;0;0;91969;0;0;0;0;0;59404;0
869898112;3403;0;9521;0;0;0;0;0;0;0;0;0;0;0;0;0;0
869928542;3415;0;0;0;0;0;0;0;0;54969;0;0;0;0;0;0;0
870532172;1119;0;0;0;0;0;0;36650;0;0;0;0;0;0;0;0;0
870565992;5037;0;0;0;0;0;0;59191;0;0;0;0;0;0;0;0;0
870589662;1103;0;0;0;0;0;0;143017;0;0;0;0;0;0;0;0;0
870600712;3417;0;0;0;0;0;0;92577;0;9173;0;0;0;0;0;0;0
871073872;3124;6700;0;0;0;0;0;0;0;19931;0;0;0;0;0;0;0
871381062;5058;0;0;0;0;0;0;46306;0;0;0;0;0;0;0;0;0
874415472;3118;35204;104866;0;0;0;0;87809;0;53727;0;0;0;21896;0;0;0
877199142;3413;55850;0;0;0;0;0;227558;0;0;0;0;0;18040;0;0;0
877277372;3216;0;16663;0;0;0;0;43377;0;0;0;0;0;0;0;0;0
877329372;3218;27020;20771;0;0;0;0;50815;0;0;0;0;0;0;0;0;0
879544122;3118;0;0;0;0;0;0;0;0;37013;0;0;0;0;0;0;0
879578612;3107;0;16334;0;0;0;0;0;0;33651;0;0;0;0;0;0;0
879781272;3418;0;0;0;0;0;0;223073;0;62302;0;0;0;0;0;0;0
879909902;5054;0;0;0;0;0;0;22325;0;3330;0;0;0;0;0;0;0
880302582;3403;0;0;0;0;0;0;0;0;7430;26529;0;0;0;0;0;0
880606972;3443;0;0;0;0;0;0;66023;0;48852;0;0;0;0;0;0;0
881167522;3228;0;0;0;0;0;0;176836;0;72100;0;0;0;0;0;0;0
881464942;3905;0;0;0;0;0;0;44669;0;0;0;0;0;0;0;0;0
881594072;5028;0;0;0;0;0;0;162432;0;38709;0;0;0;0;0;0;0
882725022;3209;0;0;0;0;0;0;29783;0;18851;0;0;0;0;0;0;0
883456602;3105;0;0;0;0;0;0;0;0;15656;0;0;0;0;0;0;0
883520742;3443;0;0;0;0;0;0;148941;0;0;0;0;0;0;0;0;0
884311012;3230;0;37456;0;0;0;0;11077;0;45445;0;0;0;0;0;0;0
884330262;3401;51693;0;0;0;0;0;0;0;204793;0;0;0;0;0;0;0
884370272;5036;0;0;0;0;0;0;157538;0;0;0;0;0;0;0;0;0
884408792;3228;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
884705282;3905;0;0;0;0;0;0;0;0;30320;0;0;0;0;0;0;0
884740932;3238;0;45963;0;0;0;0;55171;0;54179;0;0;0;0;0;0;0
887097402;3105;0;38276;0;0;0;0;0;0;0;0;0;0;0;0;0;0
887238332;3305;205490;14775;0;0;0;0;46316;0;57484;0;0;0;85997;0;0;0
887721432;5057;0;0;0;0;0;0;64474;0;0;0;0;0;0;0;0;0
888050612;3316;0;6829;0;0;0;0;0;0;41514;0;0;0;0;0;0;0
888545352;5032;0;0;0;0;0;0;82581;0;0;0;0;0;0;0;0;0
888683712;4206;0;0;0;0;0;0;8897;0;0;0;0;0;0;0;0;0
888695192;4202;0;0;0;0;0;0;9119;0;0;0;0;0;0;0;0;0
888806822;3103;0;0;0;0;0;0;93824;0;37309;0;0;0;0;0;0;0
889336242;3316;0;41139;0;0;0;0;0;0;0;0;0;0;2394;0;0;0
889566302;3205;0;0;0;0;0;0;26305;0;65896;0;0;0;0;0;0;0
890721052;3105;93430;32668;0;0;0;0;16504;0;0;0;0;0;0;0;0;0
890880312;3442;0;0;0;0;0;0;281083;0;0;0;0;0;0;0;0;0
891160062;3101;0;0;0;0;0;0;7216;0;0;0;0;0;0;0;0;0
891532652;5059;0;0;0;0;0;0;50781;0;0;0;0;0;0;0;0;0
892240442;3014;0;0;223358;0;0;0;0;160395;0;0;0;0;0;0;0;0
894073772;3118;0;111108;0;0;0;0;167639;0;69241;0;0;0;0;0;0;0
895839132;3118;0;78473;0;0;0;0;0;0;0;0;0;0;0;0;0;0
896717952;5037;0;0;0;0;0;0;8520;187030;0;0;0;0;0;0;0;0
897806312;5046;0;0;0;0;0;0;21388;0;0;0;0;0;0;0;0;0
898615022;5057;0;0;0;0;0;0;59279;0;48436;0;0;0;0;0;0;0
911589125;3103;0;56731;0;0;0;0;30339;0;0;0;14316;0;0;0;0;0
911666405;3316;0;0;0;0;0;0;0;0;25522;0;0;0;0;0;0;0
911841002;5006;0;25751;0;0;0;0;142073;0;0;0;0;0;0;0;0;0
912128903;3418;0;0;0;0;0;0;62466;0;44624;0;0;0;0;0;0;0
912182185;3226;0;0;0;0;0;0;230564;0;0;0;0;0;0;0;0;0
912194949;5006;0;171586;0;0;0;0;256809;0;0;0;0;0;0;0;0;0
912292770;5037;0;0;0;0;0;0;37433;0;0;0;0;0;0;0;0;0
912433404;5054;0;0;0;0;0;0;72923;0;0;0;0;0;0;0;0;0
912478068;3120;0;0;0;0;0;0;0;0;151174;0;0;0;0;0;0;0
912585662;3314;0;0;0;0;0;0;68883;0;0;0;0;0;0;0;0;0
912797341;5006;0;0;0;0;0;0;250235;0;7916;0;0;0;22974;0;0;0
912859991;3401;0;16743;0;0;0;0;124463;0;131060;0;0;0;0;0;0;0
912885100;3228;0;0;0;0;0;0;128451;0;175376;0;0;0;0;0;0;0
912993167;3411;0;0;0;0;0;0;112203;0;0;0;0;0;0;0;0;0
912996107;3419;0;0;0;0;0;0;25685;0;62970;0;0;0;0;0;0;0
912999416;3411;0;32002;647630;0;0;0;0;0;0;0;0;0;0;0;0;0
913000625;3442;0;0;0;0;0;0;309642;0;0;0;0;0;0;0;0;0
913001222;3909;0;107143;0;0;0;0;10844;0;7362;0;53537;0;0;0;0;0
913016793;3446;11705;862;0;0;0;0;0;0;0;0;0;0;0;0;0;0
913023390;3035;0;0;0;0;0;0;0;0;0;47769;0;0;0;0;0;0
913023390;3240;0;0;0;0;0;0;0;0;49250;0;0;0;0;0;0;0
913023404;3228;42007;0;0;0;0;0;50024;0;74486;0;0;0;0;0;0;0
913023528;4012;0;37643;0;0;0;0;25373;0;58734;0;0;0;0;0;0;0
913034988;5037;0;60108;0;0;0;0;115474;0;0;0;0;0;0;0;0;0
913052552;3441;0;0;0;0;0;0;51965;0;0;0;0;0;0;0;0;0
913059042;3437;0;0;0;0;0;0;0;0;17677;0;0;0;0;0;0;0
913061497;3105;20958;0;0;0;0;0;584;0;0;0;0;0;0;0;0;0
913062663;3238;0;0;0;0;0;0;69254;0;0;0;0;0;0;0;0;0
913097009;3419;0;0;0;0;0;0;81027;0;70165;0;0;0;0;0;0;0
913110633;1103;0;0;0;0;0;0;19533;0;0;0;0;0;0;0;0;0
913119754;5038;0;47561;0;0;0;0;292944;0;0;0;0;0;0;0;0;0
913139887;3909;0;0;0;0;0;0;19784;0;0;0;0;0;0;0;0;0
913353897;3118;0;0;0;0;0;0;96062;0;63436;0;0;0;0;0;0;0
913512057;3118;0;10460;0;0;0;0;0;0;107008;0;0;0;0;0;0;0
913538331;3446;0;0;0;0;0;0;4476;0;0;0;0;0;0;0;0;0
913556828;3416;0;0;0;0;0;0;6680;0;23679;0;0;0;0;0;0;0
913858026;3310;195160;35434;0;0;0;0;64651;0;75926;0;0;0;0;0;5986;0
913899695;5035;0;0;0;0;0;0;61894;0;0;0;0;0;0;0;0;0
913905237;3114;0;89073;0;0;0;0;61973;0;53784;0;0;0;17994;0;0;0
913909569;3118;37630;29209;0;0;0;0;0;0;0;0;0;0;0;0;0;0
914019575;5057;0;0;0;0;0;0;33875;0;0;0;0;0;0;0;0;0
914037069;1121;0;0;0;0;0;0;18697;0;0;0;0;0;0;0;0;0
914078822;4010;0;0;0;0;0;0;0;0;12109;0;0;0;0;0;0;0
914130484;3419;0;0;0;0;0;0;60441;0;0;0;0;0;0;0;0;0
914187958;3228;0;0;0;0;0;0;0;0;46627;0;0;0;0;0;0;0
914438373;3443;0;0;0;0;0;0;48179;0;4877;0;0;0;0;0;0;0
914465125;3312;0;19701;0;0;6462;0;29543;0;0;0;0;0;0;0;0;0
914626072;1124;0;0;0;0;0;0;55411;0;23743;0;0;0;0;0;0;0
914723132;3411;0;0;0;0;0;0;39610;0;0;0;0;0;0;0;0;0
914792347;5047;0;10853;0;0;0;0;191604;0;0;0;0;0;0;0;0;0
914829755;3205;0;0;0;0;0;0;0;0;44684;0;0;0;0;0;0;0
914841933;5053;0;0;0;0;0;0;0;0;184594;0;0;0;0;0;0;0
914850266;5001;0;71740;0;0;0;0;95998;0;67141;0;0;0;0;0;0;0
914854636;5001;0;0;0;0;0;0;44676;0;14746;0;0;0;0;0;0;0
914879191;5037;0;0;0;0;0;0;59258;0;0;0;0;0;0;0;0;0
915001343;3903;0;0;0;0;0;0;0;0;12564;0;0;0;0;0;0;0
915073700;3122;0;4174;0;0;0;0;362;0;1600;0;0;0;0;0;0;0
915154220;3909;0;23842;0;0;0;0;0;0;28962;0;0;0;0;0;0;0
915181341;3203;0;5740;0;0;0;0;0;0;0;0;0;0;0;0;0;0
915196748;3422;0;0;0;0;0;0;256280;0;0;0;0;0;0;0;0;0
915239471;5038;0;0;0;0;0;0;44895;0;0;0;0;0;0;0;0;0
915279708;3442;0;0;0;0;0;0;0;203439;0;0;0;0;0;0;0;0
915338437;3446;0;0;0;0;0;0;0;0;54059;0;0;0;0;0;0;0
915349315;3903;0;0;0;0;0;0;30819;0;0;0;0;0;0;0;0;0
915364217;5038;54449;12093;0;0;0;0;49259;0;0;0;0;0;0;0;0;0
915499554;5037;0;0;0;0;0;0;0;0;217912;0;0;0;0;0;0;0
915532985;3414;0;0;0;0;0;0;87015;0;48431;113083;0;0;0;0;0;0
915559794;3120;0;36135;0;0;0;0;0;0;7897;0;0;0;0;0;0;0
915634125;3412;0;0;0;0;0;0;122605;0;0;0;0;0;0;0;0;0
915663370;5038;0;0;0;0;0;0;36607;0;0;0;0;0;0;0;0;0
915743935;3407;0;0;0;0;0;0;0;0;41599;0;0;0;0;0;0;0
915747396;3205;0;0;0;0;0;0;135958;0;0;0;0;0;0;0;0;0
915981054;3417;0;0;116197;0;0;0;0;150570;0;0;0;0;0;0;0;0
916103581;5057;0;12176;0;0;0;0;14486;0;0;0;0;0;0;0;0;0
916199198;5037;0;0;0;0;0;0;102691;0;0;0;0;0;0;0;0;0
916223862;3909;225765;37620;0;238058;0;0;0;0;0;0;0;0;0;0;0;0
916463103;5001;0;0;0;0;0;0;31449;0;17131;0;0;0;0;0;0;0
916485808;4018;0;0;0;0;0;0;60082;0;53114;0;0;0;0;0;0;0
916521979;3411;0;0;0;0;0;0;11513;0;0;0;0;0;0;0;0;0
916527020;3209;0;0;0;0;0;0;146431;0;0;0;0;0;0;0;0;0
916595662;4020;0;0;0;0;0;0;0;0;61462;0;0;0;0;0;0;0
916676557;5001;0;0;0;0;0;0;54863;0;53788;0;0;0;0;0;0;0
916710259;1120;0;17167;0;0;0;0;0;0;0;0;0;0;0;0;0;0
916815360;3411;0;0;0;0;0;0;18638;0;3135;0;0;0;0;0;0;0
916819579;3901;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
916867344;3118;17678;27396;0;0;0;0;0;0;0;0;0;0;0;0;0;0
916883919;3909;51111;55101;0;0;0;0;0;0;0;0;0;0;0;0;0;0
916896751;3120;0;0;0;0;0;0;0;0;147407;0;0;0;0;0;0;0
916968604;3216;0;14379;0;0;0;0;0;0;0;0;0;0;0;0;0;0
917077010;1108;0;0;0;0;0;0;0;0;9420;0;0;0;0;0;0;0
917342768;3909;0;0;0;18650;0;0;0;0;0;0;0;0;0;0;0;0
917488517;3230;0;0;0;0;0;0;0;0;36807;0;0;0;0;0;0;0
917529876;3419;0;0;0;0;0;0;154740;0;118302;0;0;0;0;0;0;0
917668477;3316;0;0;0;0;0;0;0;0;13494;0;0;0;0;0;0;0
917764263;5029;0;0;0;0;0;0;28665;0;0;0;0;0;0;0;0;0
917894167;3446;0;0;0;0;0;0;50637;0;0;0;0;0;0;0;0;0
918052542;3401;0;0;0;0;0;0;28925;0;42646;0;0;0;0;0;0;0
918060316;3101;95747;0;0;0;0;0;66963;0;0;0;0;0;0;0;21778;0
918264426;5006;0;0;0;0;0;0;168407;0;0;0;0;0;0;0;0;0
918285954;3905;0;323836;0;0;0;0;0;0;0;0;0;0;0;0;25022;0
918333010;3228;0;0;0;0;0;0;74518;0;63185;0;0;0;0;0;0;0
918351752;5035;0;0;0;0;0;0;75336;0;0;0;0;0;0;0;0;0
918364757;1121;0;0;0;0;0;0;6298;0;0;0;0;0;0;0;0;0
918365265;3209;0;0;0;0;0;0;63452;0;9832;0;0;0;0;0;0;0
918465294;3418;0;0;0;0;0;0;0;220956;0;0;0;0;0;0;0;0
918490604;3909;0;7777;0;0;0;0;0;0;0;0;0;0;0;0;0;0
918595937;3234;0;0;0;0;0;0;90047;0;0;0;0;0;0;0;0;0
918705392;3412;0;0;0;0;0;0;146874;0;0;0;0;0;0;0;0;0
918843477;3120;92022;0;0;0;0;0;0;0;0;0;0;0;0;0;20737;0
918867651;5057;0;10646;0;0;0;0;0;0;23065;0;0;0;0;0;0;0
919042818;3305;0;0;0;0;0;0;192813;0;94674;0;0;0;0;0;0;0
919141573;3120;254221;18003;0;0;0;0;114505;0;10521;0;0;0;0;0;42023;0
919412712;3443;0;0;0;0;0;0;94980;0;0;0;0;0;0;0;0;0
919426780;5006;0;10562;0;0;0;0;234938;0;0;0;0;0;0;0;0;0
919912219;3114;0;21947;0;0;0;0;66816;0;0;0;0;0;0;0;0;0
919938110;3226;66423;0;0;0;0;0;20168;0;16922;0;0;0;0;0;0;0
919977027;3446;0;0;66083;0;0;0;0;51994;0;0;0;0;0;0;0;0
920000185;5053;0;44620;0;0;0;0;0;0;43779;0;0;0;0;0;29102;0
920020607;1120;0;0;0;0;0;0;84689;0;0;0;0;0;0;0;0;0
920033903;3909;0;36064;0;0;0;0;0;0;33198;0;0;0;0;0;0;0
920053610;3442;0;0;0;0;0;0;29068;0;15818;0;0;0;0;0;0;0
920138640;1120;0;0;0;0;0;0;59083;0;0;0;0;0;0;0;0;0
920167608;3122;0;0;0;0;0;0;54183;0;20531;0;0;0;0;0;0;0
920182763;3443;0;0;0;0;0;0;16100;0;0;0;0;0;0;0;0;0
920192734;3905;0;0;0;0;0;0;0;0;36642;0;0;0;0;0;16322;0
920243959;5028;0;0;0;0;0;0;137885;0;0;0;0;0;0;0;0;0
920277632;3203;0;0;0;0;0;0;79578;0;0;0;0;0;0;0;0;0
920315402;3112;0;135278;0;0;0;0;0;0;0;0;0;0;0;0;0;0
920315984;1121;0;32459;0;0;0;0;12383;0;28557;0;0;0;0;0;0;0
920364748;5047;0;0;0;0;0;0;88580;0;0;0;0;0;0;0;0;0
920396577;3122;0;46565;0;0;0;0;12463;0;0;0;0;0;0;0;0;0
920472788;3112;173429;0;0;0;0;0;117291;0;0;0;0;0;0;0;0;0
920563104;3118;0;0;0;0;0;0;90198;0;74972;0;0;0;0;0;0;0
920570380;3118;122655;3458;0;0;0;0;0;0;0;0;0;0;0;0;0;0
920667996;3314;0;0;0;0;0;0;44071;0;0;0;0;0;0;0;0;0
920755941;3101;0;61424;0;0;0;0;11571;0;0;0;0;0;0;0;0;0
920931359;3218;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19250;0
920931979;3205;98009;0;0;0;0;0;53548;0;0;0;0;0;0;0;0;0
920960812;3443;0;0;0;0;0;0;43821;0;10082;0;0;0;0;0;0;0
921170734;3205;29213;896;0;0;0;0;12023;0;87291;0;0;0;0;0;0;0
921271573;3118;0;0;0;0;0;0;81597;0;86060;0;0;0;0;0;0;0
921324278;3305;0;0;0;0;0;0;107118;0;0;0;0;0;0;0;0;0
921428537;5041;0;0;0;0;0;0;23936;0;98980;0;0;0;0;0;0;0
921477228;3442;0;0;0;0;0;0;150993;0;0;0;0;0;0;0;0;0
921623488;5029;0;44269;0;0;0;0;253982;0;51846;0;0;0;0;0;0;0
921670117;3203;0;0;0;0;0;0;23468;0;0;0;0;0;0;0;0;0
921763611;3415;0;0;0;0;0;0;43694;0;31554;0;0;0;0;0;0;0
921786603;3414;91362;0;0;0;0;0;193737;0;2926;0;0;0;0;0;12258;0
921966229;4003;0;13194;0;0;9261;0;0;0;0;0;0;0;32778;0;0;0
921978979;3443;0;0;0;0;0;0;11023;0;0;0;0;0;0;0;0;0
922052212;3101;91469;54145;0;0;0;0;6529;0;0;0;0;0;0;0;0;0
922159947;5006;0;0;0;0;0;0;23750;0;0;0;0;0;0;0;0;0
922231486;4020;0;0;0;0;0;0;36758;0;0;0;0;0;0;0;0;0
922367388;3209;0;0;0;0;0;0;142664;0;106616;0;0;0;12839;0;0;0
922382352;5028;0;0;0;0;0;0;57460;0;0;0;0;0;0;0;0;0
922559368;3412;0;0;0;0;0;0;36835;0;0;0;0;0;0;0;0;0
922731543;3401;0;0;0;0;0;0;0;0;7011;0;0;0;0;0;0;0
922861056;3209;0;0;0;0;0;0;45144;0;120291;0;0;0;0;0;0;0
922893454;3226;56174;52688;0;0;0;0;63842;0;0;0;0;0;0;0;0;0
923373675;3118;0;50386;0;0;0;0;117866;0;8622;0;0;0;0;0;0;0
923489371;3419;0;0;0;0;0;0;14629;0;43425;0;0;0;0;0;0;0
923537627;4003;0;2938;0;0;0;0;13433;0;0;0;0;0;0;0;0;0
923833307;3403;0;0;0;0;0;0;0;0;10303;0;0;0;0;0;0;0
923966501;3205;0;0;0;0;0;0;86084;0;0;0;0;0;0;0;0;0
924002522;3228;0;28070;0;0;0;0;138226;0;0;0;0;0;0;0;0;0
924034165;3443;0;0;0;0;0;0;21680;0;0;0;0;0;0;0;0;0
924040246;3238;0;0;0;0;0;0;40873;0;0;0;0;0;0;0;0;0
924206039;3014;0;0;0;0;0;0;0;0;17940;0;0;0;0;0;0;0
924281928;5037;8425;11999;0;0;0;0;176265;0;0;0;0;0;0;0;0;0
924299223;5041;0;15666;0;0;0;0;50165;0;0;0;0;0;0;0;0;0
924389834;5001;0;0;0;0;0;0;53884;0;0;0;0;0;0;0;0;0
924517751;4206;0;0;0;0;0;0;0;0;832;0;0;0;0;0;0;0
924618833;3336;0;0;0;0;0;0;0;0;23924;0;0;0;0;0;0;0
924651857;3909;0;0;0;31560;0;0;0;0;23161;0;0;0;0;0;0;0
924665106;5006;0;0;0;0;0;0;14991;0;0;0;0;0;0;0;0;0
924767383;3909;0;47932;0;0;0;0;30159;0;0;0;0;0;0;0;0;0
924840935;3903;0;0;0;0;0;0;45652;0;0;0;0;0;0;0;0;0
924843640;5059;0;0;0;0;0;0;61620;0;0;0;0;0;0;0;0;0
925081469;3232;0;0;0;0;0;0;14616;0;0;0;0;0;0;0;0;0
925241695;3116;0;0;0;0;0;0;0;0;70142;0;0;0;0;0;0;0
925365092;3201;0;0;0;0;0;0;0;0;71579;0;0;0;0;0;0;0
925375462;3443;0;0;0;0;0;0;65669;0;0;0;0;0;0;0;0;0
925394467;5057;0;0;0;0;0;0;89078;0;49255;0;0;0;0;0;0;0
925555770;3207;0;0;0;0;0;0;42051;0;73799;0;0;0;0;0;0;0
925792195;3105;0;0;0;0;0;0;171467;0;0;0;0;0;0;0;0;0
925872520;3228;0;0;0;0;0;0;1267;0;4233;105369;0;0;0;0;0;0
925877174;3322;0;0;0;0;0;0;0;0;54852;0;0;0;0;0;0;0
926003100;1120;0;0;0;0;0;0;97049;0;0;0;0;0;0;0;0;0
926008854;3446;0;0;0;0;0;0;23007;0;0;0;0;0;0;0;0;0
926014757;3301;0;122000;0;0;0;0;321426;0;0;0;0;0;0;0;0;0
926192833;4005;0;0;0;0;0;0;23889;0;23155;0;0;0;0;0;0;0
926342711;4005;28179;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
926373447;1124;0;0;0;0;0;0;0;0;25845;0;0;0;0;0;0;0
926399187;3413;103526;98254;0;0;0;0;0;0;0;0;0;0;0;0;0;0
926499750;5037;0;59355;0;0;0;0;315639;0;0;0;0;0;0;0;0;0
926506846;3124;0;11976;0;0;0;0;0;0;134060;0;0;0;0;0;0;0
927067749;3120;46758;14381;0;0;0;0;42233;0;8416;0;0;0;0;0;0;0
927139618;3101;135984;0;0;0;0;0;92684;0;0;0;0;0;0;0;19711;0
927239264;3207;340525;17277;0;0;0;0;494104;0;0;0;0;0;0;0;0;0
927520893;5037;0;0;0;0;0;0;1680;0;0;0;0;0;0;0;0;0
927654415;3120;0;192357;0;0;0;0;199934;0;171191;0;0;0;0;0;59549;0
927668459;1121;0;0;0;0;0;0;25400;0;0;0;0;0;0;0;0;0
927715910;3414;0;0;0;0;0;0;8602;0;0;0;0;0;0;0;0;0
928111660;0301;0;0;0;0;0;0;24805;0;0;0;0;0;0;0;0;0
928129705;3305;17272;35506;0;0;0;0;52474;0;50789;0;0;0;24678;0;0;0
928433293;5006;0;63715;0;0;0;0;96398;0;29909;0;0;0;0;0;0;0
928517659;3413;0;0;0;0;0;0;62562;0;0;0;0;0;0;0;0;0
928524930;5035;0;0;0;0;0;0;55722;0;0;0;0;0;0;0;0;0
928540294;3303;0;0;0;0;0;0;0;0;15058;0;0;0;0;0;0;0
928563197;3205;89282;88863;0;0;0;0;198431;0;0;0;0;0;0;0;0;0
928571580;3228;0;0;0;0;0;0;97802;0;77650;0;0;0;0;0;0;0
928581993;3238;0;0;0;0;0;0;46533;0;0;0;0;0;0;0;0;0
928609502;3411;0;21202;0;0;0;0;77123;0;0;0;0;0;0;0;0;0
928685403;3232;0;0;0;0;0;0;0;0;25894;0;0;0;0;0;0;0
928711773;5028;0;0;0;0;0;0;32013;0;5220;0;0;0;0;0;0;0
928790398;3216;0;0;0;0;0;0;0;0;90024;0;0;0;0;0;0;0
928890279;3907;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26169;0
929118235;3107;0;6542;0;0;0;0;0;0;64790;0;0;0;0;0;0;0
929254635;4003;0;0;0;0;0;0;0;0;16901;0;0;0;0;0;0;0
929273990;3332;0;0;0;0;0;0;0;0;29620;0;0;0;0;0;0;0
929417712;3228;0;0;0;0;0;0;226028;0;51201;0;0;0;0;0;0;0
929881176;3228;0;0;0;0;0;0;0;0;53922;0;0;0;0;0;0;0
929882989;4018;0;34998;0;0;0;0;0;0;43084;0;0;0;0;0;0;0
929979869;3107;0;0;0;0;0;0;306919;0;0;0;0;0;0;0;232283;0
929990358;3118;0;0;0;0;0;0;0;0;56600;0;0;0;0;0;0;0
929991656;5038;0;0;0;0;0;0;50357;0;0;0;0;0;0;0;0;0
930059102;4020;0;0;0;0;0;0;0;0;20352;0;0;0;0;0;0;0
930201502;3415;0;0;0;0;0;0;21517;0;84180;0;0;0;0;0;0;0
930209694;3238;0;0;0;0;0;0;44142;0;0;0;0;0;0;0;0;0
930452424;3905;0;149987;0;0;0;0;214111;0;0;0;0;0;0;0;0;0
930580694;3105;0;0;0;53862;0;0;0;0;9401;0;0;0;0;0;0;0
930636096;5038;0;0;0;0;0;0;29454;0;0;0;0;0;0;0;0;0
930677752;1108;0;0;0;0;0;0;0;0;74440;0;0;0;0;0;0;0
930707570;4005;0;0;0;0;0;0;45005;0;0;0;0;0;0;0;0;0
930865915;3447;0;0;0;0;0;0;77668;0;0;0;0;0;0;0;0;0
930883883;5032;0;0;0;0;0;0;19229;0;41805;0;0;0;0;0;0;0
930958239;3439;0;0;0;0;0;0;67064;0;0;0;0;0;0;0;0;0
931022407;1124;0;0;0;0;0;0;43181;0;0;0;0;0;0;0;0;0
931155881;3901;0;22205;0;0;0;0;0;0;1471;0;0;0;0;0;0;0
931200631;3203;0;20083;0;0;0;0;0;0;33796;0;0;0;0;0;0;0
931892126;5035;0;11160;0;0;0;0;91240;0;24727;0;0;0;0;0;0;0
932020882;3901;0;0;0;0;0;0;0;0;48013;0;0;0;0;0;0;0
932145529;3446;0;0;0;0;0;0;0;0;6057;0;0;0;0;0;0;0
932266784;3332;0;0;0;0;0;0;0;0;23661;0;0;0;0;0;0;0
932342383;3303;0;44586;0;0;0;0;0;0;0;0;0;0;0;0;0;0
932484811;3447;0;0;0;0;0;0;35536;0;0;0;0;0;0;0;0;0
932617560;3205;0;0;0;0;0;0;63975;0;0;0;0;0;0;0;0;0
932732130;5038;0;0;0;0;0;0;190238;0;0;0;0;0;0;0;0;0
932744198;3207;0;0;0;0;0;0;27492;0;0;0;0;0;0;0;0;0
932744937;3105;0;0;0;0;0;0;12971;0;0;0;0;0;0;0;0;0
932840197;3216;0;0;0;0;0;0;19138;0;0;0;0;0;0;0;0;0
932918099;3203;0;0;0;0;0;0;14361;0;0;0;0;0;0;0;0;0
933000915;3118;0;0;0;0;0;0;0;0;63185;0;0;0;0;0;0;0
933036626;3401;0;0;0;0;0;0;0;0;25394;0;0;0;0;0;0;0
933092364;3442;0;0;0;0;0;0;179763;0;0;0;0;0;0;0;0;0
933119572;3332;0;0;0;0;0;0;0;0;45797;0;0;0;0;0;0;0
933136604;3446;90847;51932;0;0;0;0;0;0;0;0;0;0;0;0;0;0
933221997;3416;0;0;0;0;0;0;53468;0;30175;0;0;0;0;0;0;0
933497194;3416;0;0;0;0;0;0;111807;0;0;0;0;0;0;0;0;0
933641465;3228;0;0;0;0;0;0;0;0;91231;0;0;0;0;0;0;0
933897265;5035;0;38587;0;0;0;0;97220;0;0;0;0;0;0;0;0;0
933937542;3419;0;0;0;0;0;0;11203;0;0;0;0;0;0;0;0;0
934388976;3228;0;133912;0;0;0;0;385272;0;263690;0;0;0;0;0;0;0
934790936;5057;0;0;0;0;0;0;128961;0;0;0;0;0;0;0;0;0
934923359;3412;0;0;0;0;0;0;0;901009;0;0;0;0;0;0;0;0
944053212;4005;0;55172;0;0;0;0;0;0;92137;0;0;0;0;0;0;0
946901261;5037;0;47747;0;0;0;0;632437;0;0;0;0;0;0;0;0;0
948483750;5006;0;0;0;0;0;0;93089;0;0;0;0;0;0;0;0;0
950712848;3118;0;160258;0;0;0;0;0;0;0;0;0;0;0;0;0;0
952595954;3101;67574;117119;0;0;0;0;146266;0;50760;0;0;0;0;0;0;0
953579030;3216;0;0;0;0;0;0;0;0;204929;0;0;0;0;0;0;0
960053133;3118;0;74377;0;0;0;0;0;0;0;0;0;0;0;0;0;0
961462908;4020;0;0;0;0;0;0;0;0;15505;0;0;0;0;0;0;0
961649064;3401;0;0;0;0;0;0;0;0;20869;0;0;0;0;0;0;0
965001107;3422;0;0;0;0;0;0;0;0;38585;0;0;0;0;0;0;0
966812419;3118;0;0;0;0;0;0;0;0;40767;0;0;0;0;0;0;0
967247359;3403;0;67037;0;0;0;0;130662;0;49631;0;0;0;0;0;0;0
968826867;3418;0;0;0;0;0;0;145339;1269410;0;0;0;0;0;0;0;0
969086778;3305;0;10694;0;0;0;0;0;0;197146;0;0;0;0;0;0;0
969086875;3316;19743;19664;0;0;0;0;0;0;34740;0;0;0;0;0;0;0
969086905;3305;0;39354;0;0;0;0;62857;0;0;0;0;0;0;0;0;0
969087642;3332;0;0;0;0;0;0;0;0;31738;0;0;0;0;0;0;0
969088665;3314;0;0;0;0;0;0;47882;0;0;0;0;0;0;0;0;0
969089300;3332;0;0;0;0;0;0;12652;0;18282;0;0;0;0;0;0;0
969089866;3305;0;30412;0;0;0;0;0;0;34279;0;0;0;0;0;0;0
969090066;3303;0;0;0;0;0;0;32476;0;0;0;0;0;0;0;0;0
969091895;3118;0;52269;0;0;0;0;62234;0;41880;0;0;0;0;0;7424;0
969092476;3118;0;0;0;0;0;0;336408;0;0;0;0;0;0;0;0;0
969093286;3120;0;0;0;0;0;0;45514;0;6683;0;16433;0;7078;0;0;0
969096366;3226;0;0;0;0;0;0;59219;0;60938;0;0;0;0;0;0;0
